idx,claim,origin,URL,truth_value,stated_on,topic
257,"“It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”",Bloggers,https://www.politifact.com/factchecks/2020/may/15/facebook-posts/fact-checking-why-us-has-more-covid-19-deaths-cana/,meter-half-true,"May 09, 2020",russia
258,"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”",Bloggers,https://www.politifact.com/factchecks/2020/may/13/donald-trump/trumps-claim-covid-deaths-us-are-par-germanys-does/,meter-false,"May 11, 2020",russia
259,"Says President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”",Bloggers,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/viral-post-alleging-obama-era-device-tax-caused-cu/,tom_ruling_pof,"April 23, 2020",russia
260,“We’ve tested more than every country combined.”,Donald Trump,https://www.politifact.com/factchecks/2020/apr/30/donald-trump/trumps-boasts-testing-spring-cherry-picking-data/,tom_ruling_pof,"April 27, 2020",russia
261,Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,Donald Trump,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/fact-checking-conspiracy-theory-about-5g-and-coron/,meter-mostly-false,"March 28, 2020",russia
262,"Says President Donald Trump will announce that a scientist ""finally found vaccine to cure corona virus.""",Donald Trump,https://www.politifact.com/factchecks/2020/apr/01/blog-posting/spam-news-websites-spread-false-claim-about-corona/,tom_ruling_pof,"March 24, 2020",russia
263,Says Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,Donald Trump,https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/no-russia-didnt-release-lions-enforce-covid-19-sta/,tom_ruling_pof,"March 21, 2020",russia
264,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,Donald Trump,https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/,meter-false,"March 23, 2020",russia
265,Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,Joe Biden,https://www.politifact.com/factchecks/2020/mar/15/joe-biden/ad-watch-biden-video-twists-trumps-words-coronavir/,meter-false,"March 03, 2020",russia
266,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails “right at the end so that you don’t see the laughter, the joke.”",Joe Biden,https://www.politifact.com/factchecks/2020/mar/02/donald-trump/donald-trump-rewrites-history-about-his-russia-if-/,meter-false,"February 29, 2020",russia
267,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",Joe Biden,https://www.politifact.com/factchecks/2020/feb/27/tweets/dating-back-1991-and-his-time-house-bernie-sanders/,meter-half-true,"February 22, 2020",russia
268,Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”,Joe Biden,https://www.politifact.com/factchecks/2020/feb/06/jeanne-ives/no-casten-did-not-call-trumps-impeachment-mueller-/,meter-false,"January 29, 2020",russia
269,"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.",Joe Biden,https://www.politifact.com/factchecks/2020/jan/30/rick-scott/sen-rick-scotts-iowa-ad-misleads-about-joe-biden-a/,meter-false,"January 29, 2020",russia
270,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",Jay Sekulow,https://www.politifact.com/factchecks/2020/jan/28/jay-sekulow/trump-lawyer-sekulow-says-trumps-hold-ukraine-aid-/,meter-mostly-false,"January 22, 2020",russia
271,"""The Democrat controlled House never even asked John Bolton to testify.""",Jay Sekulow,https://www.politifact.com/factchecks/2020/jan/27/donald-trump/trump-falsely-claims-house-democrats-never-asked-b/,meter-false,"January 27, 2020",russia
272,"""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars.""",Jay Sekulow,https://www.politifact.com/factchecks/2020/jan/10/facebook-posts/iranian-missiles-aimed-us-troops-were-not-funded-a/,meter-false,"January 08, 2020",russia
273,There have been 317 criminal indictments under three recent Republican presidents and only three indictments under three recent Democratic presidents.,Jay Sekulow,https://www.politifact.com/factchecks/2020/jan/09/facebook-posts/many-more-criminal-indictments-under-trump-reagan-/,meter-half-true,"December 29, 2019",russia
274,"Says Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""",Jay Sekulow,https://www.politifact.com/factchecks/2020/jan/09/viral-image/no-clintons-and-obama-didnt-give-nukes-and-uranium/,meter-false,"December 29, 2019",russia
275,Says a video shows Iranian rockets being launched toward U.S. airbases in Iraq.,@thesavoyshow,https://www.politifact.com/factchecks/2020/jan/08/thesavoyshow/popular-instagram-account-recycles-old-iran-missil/,meter-false,"January 07, 2020",russia
276,Says a video shows Iranian rockets being launched toward a U.S. air base in Iraq.,@thesavoyshow,https://www.politifact.com/factchecks/2020/jan/08/facebook-posts/old-youtube-video-repopularized-after-irans-strike/,meter-false,"January 07, 2020",russia
277,"Says the Democratic leadership and presidential candidates ""are mourning the loss of (Qassem) Soleimani""",@thesavoyshow,https://www.politifact.com/factchecks/2020/jan/07/nikki-haley/nikki-haleys-pants-fire-claim-top-democrats-are-mo/,tom_ruling_pof,"January 06, 2020",russia
278,"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them.""",@thesavoyshow,https://www.politifact.com/factchecks/2020/jan/07/facebook-posts/facebook-claim-wrongly-states-obama-gave-iran-150-/,meter-mostly-false,"January 01, 2020",russia
279,"Says the California congressional district he represents ""has a higher GDP than Russia.""",@thesavoyshow,https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,meter-false,"December 20, 2019",russia
280,"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",Bloggers,https://www.politifact.com/factchecks/2019/dec/20/blog-posting/conservative-site-falsely-links-hillary-clinton-ge/,meter-false,"November 29, 2019",russia
281,"Says President Donald Trump ""has not given this Congress a single email, phone record or document.""",Bloggers,https://www.politifact.com/factchecks/2019/dec/19/jim-himes/himes-says-white-house-snubbed-houses-document-req/,meter-mostly-true,"December 18, 2019",russia
282,"""Ukraine blatantly interfered in our election.""",Bloggers,https://www.politifact.com/factchecks/2019/dec/12/ted-cruz/checking-ted-cruz-whether-ukraine-blatantly-interf/,meter-false,"December 08, 2019",russia
283,"Says a photo shows an old Christmas tradition of women apologizing ""to their husbands for all the mistakes they made during the year and beg for forgiveness.""",Bloggers,https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/no-evidence-old-christmas-tradition-had-women-begg/,meter-false,"December 09, 2019",russia
284,"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",Bloggers,https://www.politifact.com/factchecks/2019/dec/11/william-barr/barr-disputes-inspector-generals-report/,meter-mostly-false,"December 09, 2019",russia
285,"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",Viral image,https://www.politifact.com/factchecks/2019/dec/09/viral-image/old-hoax-about-clinton-foundation-resurfaces-faceb/,meter-false,"November 18, 2019",russia
286,"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",Viral image,https://www.politifact.com/factchecks/2019/dec/04/john-kennedy2/gop-senator-falsely-says-ukraine-president-helped-/,meter-false,"December 01, 2019",russia
287,"""The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.""",Viral image,https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-ukraine-didnt-indict-burisma-wednesday/,meter-false,"November 20, 2019",russia
288,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",Viral image,https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/,tom_ruling_pof,"November 15, 2019",russia
289,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",Viral image,https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-russia-did-not-donate-145-million-clinton-found/,meter-false,"November 13, 2019",russia
290,"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",Facebook posts,https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/viral-post-says-democrats-spent-40-million-impeach/,meter-false,"November 11, 2019",russia
291,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",Facebook posts,https://www.politifact.com/factchecks/2019/nov/14/william-taylor/fact-checking-impeachment-witness-william-taylors-/,meter-mostly-true,"November 13, 2019",russia
292,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",Facebook posts,https://www.politifact.com/factchecks/2019/nov/11/rand-paul/rand-paul-said-trumps-actions-related-ukraine-were/,meter-false,"November 10, 2019",russia
293,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump.",Facebook posts,https://www.politifact.com/factchecks/2019/nov/08/viral-image/no-jeb-bush-didnt-say-ok-boomer-donald-trump/,meter-false,"November 04, 2019",russia
294,"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/cnn-did-not-call-abu-bakr-al-baghdadi-unarmed-fath/,tom_ruling_pof,"October 27, 2019",russia
295,"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/,meter-mostly-false,"October 21, 2019",russia
296,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/25/matt-gaetz/matt-gaetz-says-obama-permanently-stopped-military/,meter-mostly-false,"October 21, 2019",russia
297,A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.,Facebook posts,https://www.politifact.com/factchecks/2019/oct/24/viral-image/no-isnt-real-photo-couple-watching-apollo-8-launch/,meter-false,"October 22, 2019",russia
298,"""When my father became commander in chief of this country, we got out of all international business.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/18/eric-trump/eric-trumps-false-claim-trump-family-got-out-all-i/,tom_ruling_pof,"October 15, 2019",russia
299,"""The Kurds are much safer right now.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/16/donald-trump/after-attacks-turkey-trump-falsely-claims-kurds-sy/,meter-false,"October 16, 2019",russia
300,"Says Attorney General William Barr tweeted that the US ""gave Iran USA taxpayer dollars"" so Iran could purchase uranium from Russia.",Facebook posts,https://www.politifact.com/factchecks/2019/oct/15/facebook-posts/no-barr-didnt-tweet-us-gave-iran-taxpayer-dollars-/,tom_ruling_pof,"October 13, 2019",russia
301,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/11/donald-trump/trump-ad-misleads-about-biden-ukraine-and-prosecut/,meter-false,"October 09, 2019",russia
302,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/10/facebook-posts/pelosi-romney-and-kerry-dont-have-sons-working-com/,meter-false,"October 07, 2019",russia
303,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/09/facebook-posts/viral-rumor-about-pelosi-ukrainian-legislative-aid/,meter-false,"October 01, 2019",russia
304,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump.""",Facebook posts,https://www.politifact.com/factchecks/2019/oct/03/charlie-kirk/fact-checking-charlie-kirks-misleading-tweet-about/,meter-mostly-false,"September 29, 2019",russia
305,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine.",Donald Trump,https://www.politifact.com/factchecks/2019/sep/26/donald-trump/donald-trumps-boasts-about-former-ukrainian-prosec/,meter-false,"July 25, 2019",russia
306,"""80% of the world’s population lives in countries where religious liberty is in significant danger or even completely outlawed.""",Donald Trump,https://www.politifact.com/factchecks/2019/sep/25/donald-trump/donald-trumps-flawed-stat-threats-religious-freedo/,meter-half-true,"September 24, 2019",russia
307,"""ICE has not deported or detained one white illegal immigrant.""",Donald Trump,https://www.politifact.com/factchecks/2019/sep/24/facebook-posts/facebook-post-makes-inaccurate-claim-about-deporta/,meter-false,"August 15, 2019",russia
308,"Says John Bolton ""fundamentally was a man of the left.""",Donald Trump,https://www.politifact.com/factchecks/2019/sep/13/tucker-carlson/tucker-carlson-falsely-claims-john-bolton-was-man-/,tom_ruling_pof,"September 10, 2019",russia
309,Says actor Tim Allen wrote a lengthy anti-Democrat attack on Facebook.,Donald Trump,https://www.politifact.com/factchecks/2019/sep/06/facebook-posts/no-tim-allen-didnt-write-viral-anti-democrat-post-/,meter-false,"September 01, 2019",russia
310,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",Donald Trump,https://www.politifact.com/factchecks/2019/aug/27/donald-trump/donald-trump-misleads-russia-crimea-obama/,meter-mostly-false,"August 26, 2019",russia
311,"""The U.S. now leads the world in producing both oil and natural gas, and at the same time reducing energy-related emissions.""",Donald Trump,https://www.politifact.com/factchecks/2019/aug/27/rick-perry/rick-perrys-claim-about-energy-production-emission/,meter-half-true,"August 14, 2019",russia
312,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",Donald Trump,https://www.politifact.com/factchecks/2019/aug/27/donald-trump/donald-trump-miscasts-money-and-terms-iran-nuclear/,meter-mostly-false,"August 26, 2019",russia
313,"Says President Barack Obama made it ""legal"" for the media to ""purposely lie"" to the public when he ""quietly signed into law HR 4310 in 2012.""",Donald Trump,https://www.politifact.com/factchecks/2019/aug/23/facebook-posts/no-obama-didnt-make-it-legal-media-outlets-purpose/,meter-false,"August 20, 2019",russia
314,"""There’s a hacking conference that’s held every year in Las Vegas, where I think a 14- or 15-year old-girl from Florida hacked into a replica of Florida’s election system in less than 15 minutes.""",Donald Trump,https://www.politifact.com/factchecks/2019/jul/03/tulsi-gabbard/tulsi-gabbard-exaggerates-saying-kid-hacked-replic/,meter-mostly-false,"June 28, 2019",russia
315,"""The United States is the ONLY industrialized country without universal healthcare.""",Mark Pocan,https://www.politifact.com/factchecks/2019/jun/21/mark-pocan/universal-health-care-diagnosis-mark/,meter-true,"April 30, 2019",russia
316,"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future.",Mark Pocan,https://www.politifact.com/factchecks/2019/jun/12/instagram-posts/zuckerberg-video-about-billions-peoples-stolen-dat/,tom_ruling_pof,"June 07, 2019",russia
317,"Says Donald Trump's claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel Robert Mueller’s statement.",Mark Pocan,https://www.politifact.com/factchecks/2019/may/30/mark-pocan/pocan-says-trump-tweet-contradicted-mueller/,meter-mostly-true,"May 29, 2019",russia
318,"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.""",Mark Pocan,https://www.politifact.com/factchecks/2019/may/23/marcia-fudge/election-security-hearing-marcia-fudge-misleads-ab/,meter-false,"May 08, 2019",russia
319,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",Mark Pocan,https://www.politifact.com/factchecks/2019/may/07/viral-image/fact-checking-joe-biden-hunter-biden-and-ukraine/,meter-half-true,"May 02, 2019",russia
320,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",Bernie Sanders,https://www.politifact.com/factchecks/2019/may/02/bernie-sanders/yes-millions-families-spend-bulk-income-housing/,meter-true,"April 22, 2019",russia
321,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",Bernie Sanders,https://www.politifact.com/factchecks/2019/apr/29/donald-trump/was-donald-trump-target-coup-no/,tom_ruling_pof,"April 25, 2019",russia
322,"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads.""",Bernie Sanders,https://www.politifact.com/factchecks/2019/apr/24/jared-kushner/jared-kushner-wrong-scope-russias-interference/,tom_ruling_pof,"April 23, 2019",russia
323,"""The White House fully cooperated with the Special Counsel’s investigation.""",Bernie Sanders,https://www.politifact.com/factchecks/2019/apr/22/william-barr/did-trump-fully-cooperate-mueller-investigation-no/,meter-false,"April 18, 2019",russia
324,"Says Jimmy Carter was the last ""U.S. president to say flat out those (Israeli) settlements are illegal.""",Bernie Sanders,https://www.politifact.com/factchecks/2019/apr/22/marianne-williamson/was-jimmy-carter-last-president-call-israeli-settl/,meter-half-true,"April 14, 2019",russia
325,A photo shows Muslims laughing in front of a burning Notre Dame.,Viral image,https://www.politifact.com/factchecks/2019/apr/16/viral-image/photo-muslims-laughing-front-notre-dame/,tom_ruling_pof,"April 15, 2019",russia
326,The Mueller report was leaked.,Viral image,https://www.politifact.com/factchecks/2019/apr/02/viral-image/no-mueller-report-wasnt-leaked/,tom_ruling_pof,"April 01, 2019",russia
327,"Says Donna Brazile is a ""criminal.""",Viral image,https://www.politifact.com/factchecks/2019/mar/29/viral-image/no-donna-brazile-not-criminal/,meter-false,"March 18, 2019",russia
328,"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",Viral image,https://www.politifact.com/factchecks/2019/mar/28/donald-trump/no-fbi-did-not-say-michael-flynn-did-not-lie-donal/,meter-false,"March 27, 2019",russia
329,"""We could build 30 walls with the $150 billion Obama gave to Iran.""",Viral image,https://www.politifact.com/factchecks/2019/mar/22/blog-posting/bad-math-iran-nuke-deal-dollars-wouldnt-cover-30-w/,meter-false,"March 21, 2019",russia
330,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",Kevin Downing,https://www.politifact.com/factchecks/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/,tom_ruling_pof,"March 13, 2019",russia
331,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",Kevin Downing,https://www.politifact.com/factchecks/2019/mar/01/ilhan-omar/cohen-and-abrams-double-standard-lying-congress/,meter-mostly-true,"February 27, 2019",russia
332,"""CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men.""",Kevin Downing,https://www.politifact.com/factchecks/2019/mar/01/facebook-posts/facebook-post-claims-cnn-uses-same-girl-photos-sep/,meter-false,"February 25, 2019",russia
333,"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.""",Kevin Downing,https://www.politifact.com/factchecks/2019/feb/14/facebook-posts/fact-checking-claim-mitch-mcconnells-biggest-donor/,meter-false,"January 31, 2019",russia
334,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",Kevin Downing,https://www.politifact.com/factchecks/2019/feb/07/donald-trump/Yes-President-Trump-Congress-also-investigated/,meter-mostly-false,"February 07, 2019",russia
335,"Say that former Clinton Foundation CEO Eric Braverman ""has been missing for 70+ days.""",Facebook posts,https://www.politifact.com/factchecks/2019/jan/18/facebook-posts/no-former-clinton-foundation-ceo-eric-braverman-no/,tom_ruling_pof,"January 14, 2019",russia
336,"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions.",Facebook posts,https://www.politifact.com/factchecks/2019/jan/15/mark-warner/trump-wants-lift-sanctions-related-russian-oligarc/,meter-half-true,"January 13, 2019",russia
337,"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",Facebook posts,https://www.politifact.com/factchecks/2019/jan/09/donald-trump/trump-soviet-invasion-afghanistan-facts-wrong/,tom_ruling_pof,"January 02, 2019",russia
338,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",Facebook posts,https://www.politifact.com/factchecks/2018/dec/21/donald-trump/donald-trump-claims-russia-not-happy-us-troops-are/,meter-false,"December 20, 2018",russia
339,"Says ""Cost of Mueller’s investigation: $3,200,000; Benghazi ""investigation"": $7,000,000; Trump’s golfing trips: $83,000,000; New debt from Republican tax bill: $1,500,000,000,000.""",Facebook posts,https://www.politifact.com/factchecks/2018/dec/19/blog-posting/fact-checking-meme-about-costs-mueller-investigati/,meter-half-true,"December 09, 2018",russia
340,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax.""",Donald Trump,https://www.politifact.com/factchecks/2018/dec/19/donald-trump/no-evidence-fbi-officials-texts-deliberately-erase/,tom_ruling_pof,"December 18, 2018",russia
341,"Says Hillary Clinton sold 20 percent of America’s uranium to Russia and then ""the Russian government gave $145 million to the Clinton Foundation."" Former FBI Director and special counsel Robert Mueller ""delivered it.""",Donald Trump,https://www.politifact.com/factchecks/2018/dec/07/blog-posting/complex-tale-involving-hillary-clinton-uranium-rus/,meter-mostly-false,"December 05, 2018",russia
342,"""Red trees are significant to the early Christian church. In eastern Europe, the church would dye the trees red to symbolize the blood of Jesus & the resurrection.""",Donald Trump,https://www.politifact.com/factchecks/2018/dec/03/blog-posting/no-red-trees-dont-symbolize-blood-jesus-and-resurr/,meter-false,"November 29, 2018",russia
343,"""There’s bipartisan consensus that (Matthew Whitaker’s) appointment violates the Appointments Clause of the Constitution.""",Donald Trump,https://www.politifact.com/factchecks/2018/nov/29/nancy-pelosi/nancy-pelosi-wrong-legal-debate-over-attorney-gene/,meter-false,"November 16, 2018",russia
344,"Just before Thanksgiving, oil was $54 a barrel, down from $82. ""Thank you to Saudi Arabia.""",Donald Trump,https://www.politifact.com/factchecks/2018/nov/26/donald-trump/saudi-arabia-thank-lower-oil-prices-donald-trump-s/,meter-half-true,"November 21, 2018",russia
345,"""Broward County deputy says civil rights attorneys were handing out absentee ballots to inmates AFTER ELECTION?""",Bloggers,https://www.politifact.com/factchecks/2018/nov/19/blog-posting/no-evidence-broward-inmates-got-absentee-ballots-a/,meter-false,"November 13, 2018",russia
346,"""If a statue of a person in the park on a horse has both front legs in the air, the person died in battle. If the horse has one front leg in the air, the person died as a result of wounds received in battle. If the horse has all four legs on the ground, the person died of natural causes.""",Bloggers,https://www.politifact.com/factchecks/2018/oct/26/blog-posting/no-equestrian-statues-dont-have-secret-code-hooves/,tom_ruling_pof,"September 10, 2018",russia
347,"""I have no financial interests in Saudi Arabia.""",Bloggers,https://www.politifact.com/factchecks/2018/oct/18/donald-trump/donald-trumps-claim-no-financial-interests-saudi-a/,meter-half-true,"October 16, 2018",russia
348,"A letter to President Donald Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate' "" journalist Jamal Khashoggi’s disappearance and suspected murder.",Bloggers,https://www.politifact.com/factchecks/2018/oct/16/andrea-mitchell/can-congress-force-donald-trump-investigate-missin/,meter-mostly-true,"October 14, 2018",russia
349,"Says U.S. Rep. Mimi Walters ""votes with Donald Trump 99 percent of the time.""",Bloggers,https://www.politifact.com/factchecks/2018/oct/16/house-majority-pac/does-mimi-walters-support-trump-99-percent-time/,meter-mostly-true,"October 09, 2018",russia
350,"""The United States is now the No. 1 energy producer in the world. That happened just recently.""",Donald Trump,https://www.politifact.com/factchecks/2018/oct/04/donald-trump/united-states-no-1-energy-producer-world/,meter-half-true,"September 29, 2018",russia
351,"John Kerry is ""now working on the behalf of foreign terrorist governments.""",Donald Trump,https://www.politifact.com/factchecks/2018/oct/02/rickey-padgett/republican-candidate-claims-kerry-working-behalf-t/,meter-false,"September 15, 2018",russia
352,"""Kavanaugh accuser’s brother’s firm linked to Fusion GPS.""",Donald Trump,https://www.politifact.com/factchecks/2018/sep/21/blog-posting/no-christine-blasey-fords-brother-isnt-linked-russ/,tom_ruling_pof,"September 17, 2018",russia
353,"""Bruce Ohr's wife, Nellie Ohr, worked for Fusion GPS – which was the firm hired by the Clinton campaign to write the dossier. Bruce Ohr gave the dossier to the FBI. The FBI then used the same dossier to spy on the Trump campaign.""",Donald Trump,https://www.politifact.com/factchecks/2018/sep/11/mark-meadows/meadows-says-ohr-got-dossier-through-his-wife/,meter-half-true,"August 31, 2018",russia
354,"""It is only under President Trump that we have become the largest producer of oil and gas resources.""",Donald Trump,https://www.politifact.com/factchecks/2018/sep/11/corey-stewart/corey-stewart-wrongly-says-trump-made-us-top-oil-a/,meter-false,"July 21, 2018",russia
355,"The Trump campaign ""didn’t know"" that Natalia Veselnitskaya ""was a representative of the Russian government. ... I don't even know if they knew she was Russian at the time.""",Rudy Giuliani,https://www.politifact.com/factchecks/2018/aug/20/rudy-giuliani/giuliani-gets-facts-wrong-about-trump-tower-meetin/,tom_ruling_pof,"August 19, 2018",russia
356,"China has ""not acted so well with our elections. They’ve tampered with our elections quite a bit.""",Rudy Giuliani,https://www.politifact.com/factchecks/2018/aug/14/jeff-denham/no-evidence-back-denhams-claim-china-tampered-us-e/,meter-false,"July 24, 2018",russia
357,"""James Clapper Flips On Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)""",Rudy Giuliani,https://www.politifact.com/factchecks/2018/aug/06/americanjournalreviewcom/article-wrong-clapper-said-obama-behind-trump-russ/,meter-false,"July 20, 2018",russia
358,"""Collusion is not a crime.""",Rudy Giuliani,https://www.politifact.com/factchecks/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/,meter-mostly-false,"July 31, 2018",russia
359,"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump.",Rudy Giuliani,https://www.politifact.com/factchecks/2018/jul/25/ted-cruz/beto-orourke-only-senate-candidate-call-donald-tru/,meter-false,"July 17, 2018",russia
360,"Says Deputy Attorney General Rod Rosenstein announced in February that ""the Russia collusion investigation is over.""",Jeanine Pirro,https://www.politifact.com/factchecks/2018/jul/25/jeanine-pirro/jeanine-pirros-new-book-falsely-declares-russia-in/,meter-false,"July 17, 2018",russia
361,Says FBI agent Peter Strzok’s hearing confirmed Republican Congressman Jim Jordan’s theory about how the Justice Department got the Steele dossier.,Jeanine Pirro,https://www.politifact.com/factchecks/2018/jul/24/hugh-hewitt/hugh-hewitt-floats-unproven-theory-about-steele-do/,meter-false,"July 15, 2018",russia
362,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",Jeanine Pirro,https://www.politifact.com/factchecks/2018/jul/23/donald-trump/donald-trump-falsely-says-new-carter-page-document/,meter-false,"July 23, 2018",russia
363,"""Lisa Page squeals: DNC server was not hacked by Russians.""",Jeanine Pirro,https://www.politifact.com/factchecks/2018/jul/20/yournewswirecom/no-evidence-former-fbi-lawyer-lisa-page-blamed-chi/,tom_ruling_pof,"July 17, 2018",russia
