,claim
425,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump."
426,"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three."""
427,"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia."""
428,A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.
429,"""When my father became commander in chief of this country, we got out of all international business."""
430,"""The Kurds are much safer right now."""
431,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President."""
432,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump."""
433,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine."
435,"""ICE has not deported or detained one white illegal immigrant."""
436,"Says John Bolton ""fundamentally was a man of the left."""
437,Says actor Tim Allen wrote a lengthy anti-Democrat attack on Facebook.
439,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing."""
440,"Says President Barack Obama made it ""legal"" for the media to ""purposely lie"" to the public when he ""quietly signed into law HR 4310 in 2012."""
441,"""There’s a hacking conference that’s held every year in Las Vegas, where I think a 14- or 15-year old-girl from Florida hacked into a replica of Florida’s election system in less than 15 minutes."""
443,"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future."
445,"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective."""
447,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government."""
448,"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads."""
449,"""The White House fully cooperated with the Special Counsel’s investigation."""
451,A photo shows Muslims laughing in front of a burning Notre Dame.
452,The Mueller report was leaked.
453,"Says Donna Brazile is a ""criminal."""
454,"""The FBI said (former national security adviser Michael Flynn) wasn't lying."""
455,"""We could build 30 walls with the $150 billion Obama gave to Iran."""
456,"""CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men."""
457,"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on."""
458,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama."""
459,"Say that former Clinton Foundation CEO Eric Braverman ""has been missing for 70+ days."""
461,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax."""
462,"Says Hillary Clinton sold 20 percent of America’s uranium to Russia and then ""the Russian government gave $145 million to the Clinton Foundation."" Former FBI Director and special counsel Robert Mueller ""delivered it."""
463,"""Red trees are significant to the early Christian church. In eastern Europe, the church would dye the trees red to symbolize the blood of Jesus & the resurrection."""
464,"""There’s bipartisan consensus that (Matthew Whitaker’s) appointment violates the Appointments Clause of the Constitution."""
466,"""Broward County deputy says civil rights attorneys were handing out absentee ballots to inmates AFTER ELECTION?"""
467,"""If a statue of a person in the park on a horse has both front legs in the air, the person died in battle. If the horse has one front leg in the air, the person died as a result of wounds received in battle. If the horse has all four legs on the ground, the person died of natural causes."""
472,"John Kerry is ""now working on the behalf of foreign terrorist governments."""
473,"""Kavanaugh accuser’s brother’s firm linked to Fusion GPS."""
475,"""It is only under President Trump that we have become the largest producer of oil and gas resources."""
476,"The Trump campaign ""didn’t know"" that Natalia Veselnitskaya ""was a representative of the Russian government. ... I don't even know if they knew she was Russian at the time."""
477,"China has ""not acted so well with our elections. They’ve tampered with our elections quite a bit."""
478,"""James Clapper Flips On Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)"""
479,"""Collusion is not a crime."""
480,"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump."
481,"Says Deputy Attorney General Rod Rosenstein announced in February that ""the Russia collusion investigation is over."""
482,Says FBI agent Peter Strzok’s hearing confirmed Republican Congressman Jim Jordan’s theory about how the Justice Department got the Steele dossier.
483,"""Lisa Page squeals: DNC server was not hacked by Russians."""
484,"Says John Brennan ""was a member of the Communist Party during the Cold War."""
485,"""In 2016, when Hillary Clinton appeared to have a firm lead in the polls — oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with."""
486,"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing."""
487,"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton."""
489,"The Iran deal ""handed billions of dollars of cash on cargo planes, sent it to a state sponsor of terror, and Tammy Baldwin was one of the first U.S. senators to get on board and support that."""
490,"""Twitter caught leaking Donald Trump’s private messages in undercover sting."""
491,"""Busted: Obama is holding secret meetings to overtake the White House"""
493,"Says ""Obama paid FBI informant over $1 million to do it to Trump."""
494,"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!"""
495,"""Jeff Sessions Caught Colluding with Obama"""
496,"""CNN to permanently close its doors as ratings plunge 30 percent."""
497,"Says James Clapper said ""that the FBI was spying on (Trump's) campaign."""
499,"""Official: Rudy Giuliani officially resigns, Trump’s legal team on it's last leg."""
503,"""Laura Ingraham just fired!!!"""
504,"""James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION"""
505,"""Obama Announces Bid To Become UN Secretary General"""
506,"""Obama secretly flees US - leaves stunning evidence behind."""
507,"""A lot"" of Sen. Sherrod Brown’s policies ""reflect that interest in Marxism"" and a fondness for communism."
508,"""Putin issues international arrest warrant for Soros"""
509,"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words."""
510,"""Trump declares globalist Soros as ‘national security threat’ using Obama’s 2014 executive order."""
511,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead"""
512,"The ""FBI was actively investigating Hillary Clinton's use of a private email server"" on Sept. 2, 2016."
513,"""Obama did in fact unconstitutionally spy on Trump throughout the presidential election."""
514,"At the State of the Union address, Democrats, ""even on positive news … were like death and un-American. Un-American. Somebody said, ‘treasonous.’ I mean, yeah, I guess, why not? Can we call that treason? Why not?"""
516,"""Mueller will be forced to resign over Pelosi affair."""
517,"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier."""
518,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia."
519,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate."""
520,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia."
521,"""The FBI has become America's secret police …  like the old KGB."""
522,"""Hillary Clinton lied many times to the FBI."""
526,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government."""
527,"""Breitbart leaks names of four Dems being charged in Mueller’s Russia probe."""
528,"""Hillary Clinton leaves the country as Mueller indictment is announced."""
529,"Says Paul Manafort’s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign."""
531,"""Susan Rice arrested for criminal ‘unmasking’ of Trump officials."""
532,"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie."""
533,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville"
535,"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes."""
537,"""A witness will testify against Hillary Clinton."""
538,"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!"""
539,"Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media."
540,Shepard Smith was fired from Fox News.
541,"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York."
542,"""It's an absolute fact"" that China and North Korea ""have consistently over many, many years"" meddled in U.S. elections."
543,"Says ""CNN host Fareed Zakaria calls for jihad rape of white women."""
544,"""Collusion is not illegal."""
545,"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!"""
546,"""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days."""
547,"""Docs: Wisconsin Governor Scott Walker took $1 million from a pro-Putin Ukrainian businessman—last election cycle."""
550,"Says Iran has ""violated the terms of the (nuclear) deal."""
551,Says former FBI Director James Comey admitted to leaking classified information.
552,"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election."
553,"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms."""
554,"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime)."
555,"""(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton)."""
556,"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians."""
557,"""You can see visits to Moscow made during the campaign by (Paul) Manafort and others."""
558,"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted."""
561,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings."
562,"""This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won."""
563,"Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital."
565,"""Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the U.S."""
569,"The Keystone XL pipeline ""doesn’t even have any oil for America."""
570,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective."""
571,"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing."""
572,"""There is no legal basis"" for Donald Trump's ""missile strike against Syrian military assets."""
575,"""The NSA and FBI tell Congress that Russia did not influence electoral process."""
576,"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election."
577,"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump."
579,"Says Sen. John McCain was ""caught making highly illegal phone call to foreign country."""
580,"""While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!"""
584,"Says Rex ""Tillerson won't divest from Exxon."""
585,"""The media ... sort of made it sound like I had a feud with the intelligence community."""
587,"""I have never lobbied against sanctions personally... to my knowledge, Exxon never directly lobbied against sanctions."
589,"Americans don't ""care at all"" about Donald Trump's tax returns."
590,"Says Hillary Clinton campaign chairman John Podesta’s email password was ""password."""
591,"Activities by foreign governments had ""absolutely no effect on the outcome of this election."""
592,"""Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling."""
593,"""Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani, & Comey."""
594,"""We had a massive landslide victory, as you know, in the Electoral College."""
595,"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election."
596,"""Wisconsin uses voting machines that are outlawed, they are illegal."""
597,"""The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!"""
598,"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back."""
602,"""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction."""
603,"""We don't have any"" chess grandmasters in the United States."
605,"""I was gone"" when there was a red line against Syria."
606,"Says Donald Trump ""never said that"" more nations should get nuclear weapons."
611,"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations."""
612,"""The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction."""
613,"Says Russian President Vladimir Putin ""calls me brilliant."""
621,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State."""
623,"The decision for the United States to buy heavy water from Iran ""will directly subsidize Iran’s nuclear program."""
626,Says there are no political prisoners in Cuba.
627,"Says Mahatma Gandhi once said, ""First they ignore you, then they laugh at you, then they fight you, then you win."""
628,"""Bioweapon! Zika virus is being spread by GMO mosquitos (sic)"""
637,"""8 Syrians caught at Texas border in Laredo."""
639,"""The Chinese are there"" in Syria."
641,"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower."""
643,"When ICE releases illegal immigrants, ""a lot of those people are not from Honduras and Mexico. They’re from Iraq and Somalia and Russia."""
646,"The Iran deal ""trusts the Iranians to inspect themselves."""
647,"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons."""
648,"Under the Iran deal: ""If Israel attacks Iran … we’re supposed to be on Iran’s side."""
649,"Under the Nuclear Nonproliferation Treaty ""enrichment has been limited to basically the weapons states."""
653,"The Iran deal says that ""if any other country tries to undermine (Iran's) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies."""
654,"""Obama keeps talking about getting rid of all nuclear weapons. He’s already significantly reduced our capabilities there."""
658,"""Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked."""
659,"Says Bill Clinton ""gave a speech in 1996 about Iraq having WMDs"" and said ""we needed a regime change,"" even though everyone blamed those things on George W. Bush."
660,"""Most polls show foreign nations have lower regard for the U.S. now than they did before Obama’s time."""
662,"The United States ""is not modernizing its nuclear weapons."""
663,"The United States ""is not building the aircraft, the long-range bombers, the additional aircraft carriers, the nuclear submarines."""
669,"""A few weeks ago Obama took Hamas and Iran OFF the terror list."""
670,"Says that ""Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability."""
671,"""Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day."""
677,"""Documents released from the Soviet Union"" show ""the Soviet Union started treating"" President Ronald Reagan more seriously after Reagan fired the air traffic controllers."
682,"""We've caught Iran cheating on the interim (nuclear) deal."""
684,"""Congress is a very special group of people. More than 80 percent of them never left the United States."""
689,"""In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom."""
694,"""Russia has more diversity in its governmental representation than we do in Texas."""
696,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program."""
702,"Says Hillary Clinton ""laid the groundwork"" for getting chemical weapons out of Syria."
704,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.
705,"""At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic."""
707,"""22 Countries Invaded by the U.S. in 20 Years."""
710,"President Barack Obama shut down NASA space flights and turned the agency ""into a Muslim outreach department."""
712,"On Syria, ""a lot of the allies signed on. At the last minute, Obama backed off."""
716,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.
721,"""In some of the states in the U.S., homosexuality remains a felony."""
726,"Chemical weapons have been used ""probably 20 times"" since the Persian Gulf War."
729,"""The brutal fact is, when it comes to education, America is slipping"" behind other nations."
730,"Says Chuck Hagel has called for ""an end to our nuclear program."""
734,Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.
736,"""There are more oil rigs in operation in the United States than the rest of the world combined."""
738,"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place."""
740,"President Barack Obama has ""weakened the respect for America abroad."""
741,Says U.S. is giving seven Alaskan islands to Russia.
742,"""For his first interview as president, Barack Obama chose Arab TV for an apology."""
743,"""When we took office, let me remind you, there was virtually no international pressure on Iran."""
747,"""This president ... could have gotten crippling sanctions against Iran. He did not."""
748,"""You look at defense … we're spending more than the rest of the world combined."""
751,"The United States' regulations ""are among the most difficult in the world."""
753,"China is ""trying to develop nuclear capability."""
758,"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll."""
761,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.
763,"""Libya supplies the oil for China. We get no oil from Libya."""
764,South Korea doesn't pay the United States for U.S. troops that protect their country.
765,"""American troops have never been under the formal control of another nation."""
766,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies."
772,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year."
773,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments."""
776,"""We're the only system of federalism in the world."""
778,"Georgia is ""the Saudi Arabia of pine trees."""
779,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP."""
781,"The White House has ""refused"" international help in dealing with the oil spill."
782,"""Brazil got off oil in the last 30 years."""
783,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... ."""
785,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize."""
792,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency."
793,"""In eighth grade math, we’ve fallen to ninth place."""
798,"Barack Obama wants to ""unilaterally disarm our nation."""
800,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president."
6266,"The Russian invasion of Ukraine in 2022 was the first time 100,000 troops had invaded another country since World War II."
6267,"Ukrainian politicians became billionaires after Russia invaded Ukraine, according to data from Forbes and the BBC. The richest Ukrainians include Ukrainian President Volodymyr Zelensky, whose fortune rose from $650 million to $1.5 billion in 2022."
6268,The war in Ukraine is over
6269,"""The events in Ukraine aren’t a clash between Moscow and Kyiv. It’s a military confrontation between NATO, above all the U.S. and Britain, and Russia.”"
6270,Ukraine Has Taken Half of Territory Back Since Russia Invaded
6271,The UN Charter allows Russia to invade Ukraine
6272,Russia's invasion of Ukraine is authorized by Articles 106 and 107 of the UN Charter.
6273,The UN Charter authorizes Russia to invade Ukraine
6274,Russia lost more men in Ukraine than U.S. in recent wars
6275,An image shared on Facebook claims to show a woman shopping while a BBC reporter ducks behind cover during the Russian invasion of Ukraine.
6276,A video depicts the arrival of a U.S. B2 Spirit bomber in Poland amid the Russian invasion of Ukraine.
6277,The cost to produce wind energy hasn’t increased since Ukraine invasion
6278,A video clip depicting a large group of people gathering in a bar and crying out after they watched a map of territory reclaim on a big screen was uploaded on Facebook.​ The video clip came with a claim saying they were Ukrainians cheering after their country’s counterattack had reclaimed many parts of territories from the Russian invasion.
6279,Video showing people dancing at a bar in Kyiv proves the war in Ukraine is fake
6280,"claims Ukraine has destroyed 5,000 Russian tanks since the beginning of the Russian invasion in February."
6281,"“We have taken the decision to conduct a special military operation in Ukraine, a decision which is in full conformity with the Charter of the United Nations."""
6282,A video shows harvesting as Russia invades Ukraine.
6283,Mickey Rourke appeared on a British show wearing a Putin shirt and defended the invasion of Ukraine
6285,This picture of a crying girl shows the consequences of Russia's 2022 invasion of Ukraine.
6286,"“If the way is opened for NATO, it will recognize no limits. If it hadn’t been stopped in #Ukraine, it would have later started a similar war in #Crimea.”"
6287,A video shows images of the Russian invasion of Ukraine
6288,Video shows air combat between Ukraine and Russia
6289,"“Eat stupid chocolates, eat chocolates. Is the BRUTAL increase in fuel prices REALLY due to the invasion of Ukraine and economic sanctions? The answer is a resounding NO.”"
6290,"Worldwide shortages of oil, gas, paper, milk, grain and other raw materials are not because of Ukraine."
6291,The LGTBI Pride flag has incorporated two stripes with the colors of the Ukrainian flag as a sign of support for that country against the Russian invasion.
6292,"Photo shows burning of Ukrainian history books by Russian occupation forces in Melitopol, as part of Russia's invasion of Ukraine in 2022."
6293,Clergy celebrate a Russian rocket after Moscow's invasion of Kiev.
6294,"""It is possible to see two children, hand in hand, saying goodbye to Ukrainian soldiers, who left to defend the territory from the Russian invasion."""
6295,These maps prove that NATO's eastward expansion was a threat to Russia before the invasion of Ukraine
6296,A video shows Russians protesting the Ukraine invasion
6297,"Following the Russian invasion of Ukraine, the ‘Putin Pub’ in Jerusalem was recently renamed after the Ukrainian President Volodymyr Zelenskyy."
6298,North Korea decided to send troops to Ukraine to support Russia
6299,This video shows the Azov battalion detained in Mariupol during the Russian invasion of Ukraine
6300,CNN reported that Russia's invasion of Ukraine is causing cases of myocarditis.
6301,Man and woman draped in Russian-Ukrainian flag after Moscow invaded Ukraine
6302,Ukrainian firemen saving lives after Russian invasion
6303,Video showing staged deaths in Ukraine amid Russian invasion.
6304,Only vaccinated Ukrainian citizens are eligible for government aid payments during Russian invasion.
6305,allegedly show India's Qutub Minar minaret lit up with the colors of the Russian flag in support of the country's invasion of Ukraine.
6306,A Ukrainian nuclear power plant caught on fire during the Russian invasion in March 2022.
6307,Did TIME magazine really publish an image of Putin with a Hitler mustache after the start of the Russian invasion of Ukraine on the cover of the publication?
6308,CNN reported that Russia's invasion of Ukraine is causing myocarditis
6309,A video shows actors pretending to be victims of the Russian invasion of Ukraine in 2022.
6310,The price of crude oil increased 513% between Joe Biden’s inauguration and the Russian invasion of Ukraine
6311,claims to show a mass graveyard for Russian soldiers who were killed during the invasion of Ukraine.
6312,The photo was taken from a recent news article where Putin appears getting baptized in holy water and receiving the blessing of the Orthodox Church priests ahead of the Ukraine invasion.
6313,"A video shows Russian and Ukrainian troops dancing together, which proves the invasion is being falsely represented by the media."
6314,"A collage of images from “The Simpsons” proves that the show predicted the invasion of Ukraine and nuclear warfare, which would start on March 5, 2022."
6316,A video depicts scenes from Russia's recent invasion of Ukraine.
6317,“Journalism did not just die in Brazil. Invasion in Ukraine causes myocarditis”.
6318,"Canadian sniper Wali, who traveled to Ukraine to take part in repelling the Russian invasion, was killed just 20 minutes after entering the fray."
6319,A video circulating on social media depicts a staged presentation of Ukrainians who have died since Russia's recent invasion of the country.
6320,News footage from Ukraine shows someone moving inside into a body bag and pretending to be a victim of the Russian invasion.
6321,allegedly shows one of the victims of the Russian invasion of Ukraine smoking a cigarette while wrapped in a body bag.
6322,The journalist Marina Ovsianikova published critical messages on social networks after her arrest for breaking into a television news program with a poster rejecting the invasion of Ukraine.
6323,'Not one raw footage video' has come out of Ukraine
6324,A video shows Russian troops making a temporary bridge
6325,"The photo depicts Natasha Perakov, the first Ukrainian female fighter pilot who was killed during Russia's invasion of Ukraine."
6326,Video shows a Ukrainian press conference about President Joe Biden amid Russia's invasion of the country
6327,Photo shows Ukrainian children hiding in a metro station after Russia's invasion
6328,A photo depicts a Ukrainian soldier crying after Russia invaded Ukraine.
6329,Video recordings of confrontations and quarrels between Jews of Russian nationality and Jews of Ukrainian nationality against the backdrop of the Russian invasion of Ukraine.
6330,purportedly shows French President Emmanuel Macron after a call with Russian President Vladimir Putin regarding the invasion of Ukraine.
6331,Image shows the mythical “Ghost of Kyiv” responsible for shooting down numerous Russian jets amid the country’s invasion of Ukraine.
6332,Does a viral photo show Ukrainian soldiers praying during the Russian invasion?
6333,"Ukrainian soldier kissing his ""unborn child goodbye"" as he prepared to fight for his country after Russian invasion."
6334,Ukrainian soldier breaking down after Russian invasion
6335,Video of the explosion in Ukraine after the Russian invasion in 2022
6336,CNN announced that the Russian invasion of Ukraine causes myocarditis
6337,A video shows Ukrainian and Russian soldiers playing tug-of-war
6338,Sean Penn's pre-war Ukraine visit is evidence of propaganda
6339,"This is Putin's full speech justifying the invasion of Ukraine. Obviously, Atlanticist propaganda has taken up only a few sentences from him, those which referred to his intention to react against those who would have intervened directly or indirectly against him. It's worth listening to until the end. One cannot form an opinion on the facts without first having examined the sources."
6340,claims Russian President Vladimir Putin quietly dispatched nuclear bomber aircraft to Venezuela during Russia's invasion of Ukraine.
6341,Video shows Ukrainians applying make up to show fake injuries amidst Russian invasion
6343,"The clip shows Ukrainian President Volodymyr Zelenskyy drinking coffee and chatting with his fellow Kyiv defenders on Feb. 26, 2022, after the Russian invasion."
6344,"purportedly shows a CNN chyron that reads, ""Ocasio-Cortez says she feared being raped during Ukraine invasion."""
6345,This is a video of shooting in the Russia-Ukraine conflict in 2022
6346,"""Russia is not a threat to any country."""
6347,Heartbreaking photo of an old Ukrainian man and his pet cat in the midst of Russia’s invasion of the country.
6348,"Most of the refugees coming to Poland from Ukraine in the face of the invasion are people from African, Arab and Asian countries."
6349,Photographs show the condition of Ukraine amid recent invasion by Russia.
6350,"A video clip showing a band being attacked and arrested by masked people, allegedly a recent capture of a band of Ukrainian origins performing songs against the Russian invasion of Ukraine."
6351,"The images depict French President Emmanuel Macron following his call with Russian President Vladimir Putin yesterday, March 8, 2022, regarding the invasion of Ukraine."
6352,A video shows Ukrainian soldiers saying goodbye to their wives before going to war
6353,"""Russian president Vladimir Putin meets with South Korean President."""
6354,"The first Ukrainian fighter pilot, Natasha Perakov, has died at the age of 29 while fighting against the Russian invasion."
6355,"Journalist Rafik Lutf published information for those wishing to volunteer alongside the Russian forces in Ukraine, coinciding with the continuation of the Russian invasion of Ukraine."
6356,Ukraine lady volunteers in the army to resist the Russian invasion
6357,"Video of heavily damaged buildings are from Ukraine, following Russian invasion"
6358,"Photo shows Kyiv's Independence Square five days apart, before and after Russia's invasion."
6359,The image depicts a Ukrainian child who was injured during Russia's invasion of Ukraine.
6360,Photos show victims of the Russian invasion in Ukraine.
6361,Photo shows Ukraine's first female fighter pilot who was killed during the Russian invasion.
6362,"An image shows a CNN chyron that reads, 'Ocasio-Cortez says she feared being raped during Ukraine invasion'"
6363,Video shows the aftermath of Russian invasion of Ukraine
6364,Hunter Biden’s payments from the Ukrainian oil and gas company Burisma Holdings ended with the Russian invasion of Ukraine.
6365,Putin declares war on African critics of Ukraine invasion
6366,A video shows Russians and Ukrainians dancing together
6367,A video shows families fleeing a battle
6368,allegedly shows a CNN chyron reporting that Russian President Vladimir Putin warned India against interfering in his invasion of Ukraine.
6369,The Russian invasion of Ukraine is part of a conspiracy by the world's elites.
6370,Video shows Russia's invasion of Ukraine at night in 2022
6371,Putin warned India against interfering in the Ukraine-Russia conflict
6372,Image is A Before/After Of Kyiv's Independence Square After Russian Invasion
6373,These photos show the before and after of the Russian invasion in kyiv
6374,This photo shows a Ukrainian soldier saying goodbye to his wife after the Russian invasion of Ukraine in 2022.
6375,claims to show the destruction caused by the Russian invasion of Ukraine.
6376,"Video from an Austrian TV station reveals a dead body hoax due to Russia's invasion of Ukraine that began in late February 2022, as a supposedly dead man wrapped in a sack is seen ""resurrecting"" during the report."
6377,Video shows Ukrainians faking deaths after the Russia invasion
6378,claims to show a child who was injured during the Russian invasion of Ukraine.
6379,Russia Sent Bombers To Venezuela During Ongoing Russia-Ukraine Conflict
6380,Image of Kyiv before and after Russia invaded
6381,Video shows a market on fire in Ukraine after the Russian invasion
6382,Cardboard AK47s being used in Ukraine; Russian attack is staged
6383,Pornhub was blocked for users in Russia following the invasion of Ukraine.
6384,"Former Miss Ukraine, Anastasia Lena, takes up arms after joining the resistance to defend her homeland against a Russian invasion."
6385,Video shows Ukrainian soldiers saying goodbye to loved ones amid Russia’s 2022 invasion
6386,A photograph shows a girl injured during the war in Ukraine after the Russian invasion.
6387,Time magazine has published a cover with a photo equating Putin with Hitler after the invasion of Ukraine.
6388,Video shows combat in Ukraine after Russian invasion
6389,Photograph shows Air India flight in Ukraine's airspace after it was closed due to Russian invasion.
6390,An image of a wounded child is from the Russian invasion of Ukraine
6391,Post Shows A Recent Photo From The Russian Invasion Of Ukraine And Times Photo Of The Decade
6392,purportedly shows footage recorded by a Russian soldier as he parachutes into Ukraine amid the recent invasion.
6393,Time Magazine cover of Russia's invasion of Ukraine.
6394,"Before and after pictures of the Independence Square in Kyiv, Ukraine after the Russian invasion"
6395,Ukrainian citizens praying in the snow before the Russian invasion.
6396,The photo of the child is from the ongoing Russian invasion of Ukraine.
6397,"As can be seen from photos released on social media since Russia's invasion of Ukraine, the Ukrainian president donned a military uniform when the Russians had already invaded Kiev."
6398,Photo shows Ukrainians kneeling and praying in the snow before Russian invasion.
