,claim
1762,"Wisconsin has only one county, Dane, ""that's hand counting the votes"" in the 2016 presidential recount."
1763,"Says he ""won the popular vote if you deduct the millions of people who voted illegally."""
1766,"""Report: 3 million votes in presidential election cast by illegal aliens."""
1768,"Says the KKK marched in Mebane, N.C., after Trump’s victory"
1769,"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back."""
1770,"""We can fix our roads without raising taxes."""
1771,"Says Hillary Clinton ""wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. That’s what could happen. You triple the size of our country in one week."""
1774,"Says Ohio’s I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas."
1777,"Says President Obama ""was proposing pinprick strikes"" for military intervention in Syria."
1792,"On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission."""
1794,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening."""
1795,"""NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO."""
1796,"""I did not support the war in Iraq … The record shows that I’m right."""
1800,"""Our African-American communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever."""
1802,"Says Russ Feingold was the ""only senator to vote against Homeland Security."""
1806,"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays."
1809,"""Our veterans, in many cases, are being treated worse than illegal immigrants."""
1810,"""I was totally against the war in Iraq."""
1811,"""In an interview with the Chicago Tribune's Editorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to 'cut social services completely.'"""
1817,"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent."""
1823,"""Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States"" since Sept. 11, 2001."
1824,"""I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats."""
1825,"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment"""
1827,"Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton."""
1829,"""The Obama-Clinton war on coal has cost Michigan over 50,000 jobs."""
1835,"""It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khan’s) life."""
1846,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster."""
1855,"""Our economy is not growing."""
1857,"""Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS."""
1860,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling ""F-16s and advanced weapons to the folks who harbored Osama bin Laden."""
1861,"""Condemning violence against the police and urging support for the police"" is ""markedly absent"" from President Barack Obama’s public remarks."
1866,"""The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to."""
1870,"Austin was the ""site of the first mass shooting in the country."""
1871,"The ammunition used in the Orlando shooting ""is banned by Geneva Convention. It enters the body, spins & explodes."""
1874,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started."""
1877,"""ISIS is running through a border made porous by Barack Obama’s policies."""
1879,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State."""
1880,"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career."""
1885,"Virginia’s banning of felons from voting is a ""Jim Crow-era law."""
1892,"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president."""
1893,"""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously."""
1894,"""Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now."""
1895,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work."""
1899,"Says Ted Cruz’s father ""was with Lee Harvey Oswald"" before the assassination of President John F. Kennedy."
1903,"""I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East."""
1904,"Says President Barack Obama never said, ""No boots on the ground"" in Syria."
1906,"Says Target installed urinals in a women’s bathroom to ""accommodate the ones who have giblets."""
1913,"""For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks"" for incumbent Milwaukee County Executive Chris Abele."
1916,Says Ted Cruz distributed the ad showing a nude Melania Trump on a rug.
1921,"""When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go."""
1922,"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing."""
1932,"Says Michael Bennet wants to close Guantanamo Bay prison and bring terrorists ""right here to Colorado."""
1937,"Says ""Barack Obama is apparently not for vetting people and saying just anybody can come"" to the United States."
1938,"Says that in the Philippines more than a century ago, Gen. John Pershing ""took 50 bullets, and he dipped them in pigs’ blood,"" and shot 49 Muslim rebels. ""The 50th person, he said, ‘You go back to your people, and you tell them what happened.’ And for 25 years, there wasn’t a problem."""
1944,"On the Iraq war, ""I said it loud and clear, 'You'll destabilize the Middle East.' """
1945,"Scott Fisher ""tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare."""
1956,"""I never once asked that (Megyn Kelly) be removed"" as a debate moderator."
1959,"""I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS."""
1963,"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak."""
1972,"Says carpet bombing means bombing ""not a city, but the location of the troops,"" with ""embedded special forces to direct the air power."""
1974,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming."""
1977,"Says Marco Rubio said ""we should be considering internment"" of Muslims, and ""maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party."""
1980,"President Barack Obama ""wants to take in 250,000 (people) from Syria."""
2000,"""German citizens were disarmed by their government in the late 1930s,"" which allowed the Nazis to ""carry out their evil intentions with relatively little resistance."""
2002,"""The word progressive ... was created as a substitute for ‘communist’."""
2003,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack ""was coming. So they did have advanced notice."""
2005,"""You wonder why you don't see Rand Paul as much; he's still shopping for his billionaire. He's like the only one who hasn't found a billionaire to fund his super PAC."""
2006,"""Bernie Sanders admits he is a Democratic Socialist. … Nazis were Democratic Socialists."""
2009,"""100 percent of the crime is committed, in estimate, by about 15 percent of the population."""
2011,"Birth control pioneer Margaret Sanger ""believed that people like me should be eliminated."""
2013,"Among Syrian refugees, ""there aren't that many women, there aren't that many children."""
2014,"The Benghazi probe is ""the longest-running congressional investigation ever."""
2024,"Says that President Barack Obama said an attack on Syria ""was going to be a pinprick."""
2025,"Says Scott Walker said ""Labor unions don’t deserve to have a national holiday"" due to their damage to the economy. And the holiday ""should be replaced by Patriots Day, celebrated every year on 9/11."""
2040,"""Some of the things that (Megyn Kelly) said, I didn’t say."""
2046,"When President Abraham Lincoln signed his Emancipation Proclamation, ""there were over 300,000 slaveholders who were fighting in the Union army."""
2048,"The Texas Capitol faces South toward Goliad, in memory of the most horrific battle of the Texas Revolution."
2052,"Says John McCain ""has done nothing to help the vets."""
2053,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee."
2058,Says Florida had five sanctuary cities while Jeb Bush was governor.
2059,"""We don’t have a (military) reserve force if something happens."""
2066,"""Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. … The only thing that kept this from happening was his assassination."""
2067,"""The Civil War wasn't about slavery."""
2079,"""The last quarter, it was just announced, our gross domestic product … was below zero. Who ever heard of this? It's never below zero."""
2083,"""We’re the only nation in the world that does not use the military to secure our border."""
2084,"The runnerup to Caitlyn Jenner for ESPN’s Arthur Ashe Courage Award was ""Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq."""
2098,"Algeria ""wanted to be taken off of the terror list"" at the time it made an unreported donation to the Clinton Foundation."
2110,"Job growth in the United States is now at the ""fastest pace in this country's history."""
2111,"Birth control pioneer Margaret Sanger was ""an active participant in the Ku Klux Klan."""
2112,"Says ""Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact."""
2113,"""Thomas Paine wrote that ‘the duty of a patriot is to protect his country from his government.’"""
2119,"Says President Barack Obama said ""that American exceptionalism is no more exceptional than the exceptionalism of any other country."""
2121,"Say George Washington said that ""when government takes away citizens’ right to bear arms it becomes citizens’ duty to take away government’s right to govern."""
2123,"""There is a very identifiable Somali community"" back home in Delaware."
2125,"The current debate over authorizing military action against the Islamic State ""would be the first time Congress would place limits on the commander-in-chief's ability to be commander-in-chief."""
2127,"""Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!"""
2130,"""Documents released from the Soviet Union"" show ""the Soviet Union started treating"" President Ronald Reagan more seriously after Reagan fired the air traffic controllers."
2133,"""You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it."""
2136,"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest."
2139,"The cheerleaders for the Dallas Cowboys have ""entertained more troops in the world than Bob Hope."""
2143,"Says Saddam Hussein ""had a 10-year relationship with al-Qaida."""
2145,"""Fluoride in the water, that was originally done by the Nazis!"""
2152,"""More people are losing their insurance (due to Obamacare) than are becoming newly insured."""
2156,"Says Rand Paul ""has put out budgets to cut the military in half."""
2160,"""All four on Mount Rushmore, they were all independents at one critical point in their career."""
2162,"""The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell."""
2170,"""I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria."""
2171,"This Congress ""adjourned earliest of any time in congressional history before an election."""
2176,"Says President Barack Obama is ""sending a much larger (force) "" to deal with Ebola ""than ISIS is getting."""
2183,"""There were fewer civilian casualties in Cambodia than there have been from American drone attacks."""
2192,"Documents released by Edward Snowden reveal that American, British and Israeli intelligence agencies worked together to create the Islamic State."
2202,Says John Cornyn dodged the draft during the Vietnam War.
2203,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program."""
2211,"Former President George W. Bush and former Vice President Dick Cheney are ""unable to visit Europe due to outstanding warrants."""
2214,"""Justice John Roberts Signed Off On Obama’s Arrest For Treason."""
2216,"Says children are coming into the U.S. in ""staggering numbers"" because  President Barack Obama ""has been promising amnesty."""
2217,"""Gov. Deal has the worst record on education in the history of this state."""
2218,Says he lived in a colonia while working as a farm worker.
2219,"Says Barack Obama is the ""first president to appoint 45 czars to replace elected officials in his office."""
2221,"Says Barack Obama said that ""ordinary men and women are too small-minded to govern their own affairs"" and that individuals should ""surrender their rights to an all-powerful sovereign."""
2222,"The U.N. Arms Treaty ""infringes upon our right to keep and bear arms."""
2224,"ISIS leader Abu Bakr al Baghdadi was ""released by Obama in 2009."""
2226,"""Gun homicide is down 49 percent in the past 12 years."""
2227,"""Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action."""
2228,"Sens. Mark Warner and Tim Kaine voted ""to let the U.N. take OUR guns."""
2230,"Americans ""invented the automobile."""
2234,"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year."""
2235,"""The Pentagon made up"" the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq."
2238,"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year."""
2242,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.
2243,"""As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. I kid you not."""
2245,"Obamacare is ""one big fat VA system."""
2248,"The media ""widely overlooked"" comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from."
2250,"""Florida Democrats just voted to impose Sharia law on women."""
2251,"President Barack Obama’s budget threatens national security by proposing ""an Army of fewer personnel than we had before Pearl Harbor."""
2252,"""Many"" of the founding fathers were ""very actively involved"" in cockfighting."
2253,"""The Constitution simply does not authorize the federal government to own any of this land (in the Western states)."""
2255,"""The President wants the U.S. to sign on to the U.N.’s International Criminal Court."""
2256,"""More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before."""
2262,"Says Gov. Scott Walker’s repeal of a 2009 law has left Wisconsin as ""one of five states without an equal pay law protecting women from gender discrimination in their paycheck."""
2263,Says Rep. Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings.
2267,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.
2269,"""22 Countries Invaded by the U.S. in 20 Years."""
2271,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnson’s Great Society."
2276,"The American slave trade caused 5 million deaths ""or more."""
2278,"Says President Abraham Lincoln ""tried to arm the slaves."""
2283,"Says President Barack Obama ""is the first president we've ever had who thinks he can choose which laws to enforce and which laws to ignore."""
2296,"A bill backed by Sean Duffy and other House Republicans ""could actually require the Internal Revenue Service to conduct audits of rape victims"" who get an abortion."
2299,"Says ""Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush."""
2304,"""In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down."""
2306,"During the lead-up to the American Revolutionary War, ""some guy in Boston got his head blown off because he tried to secretly raise the tax on tea."""
2319,"""We are experiencing the worst economic recovery America has ever had."""
2326,"""Our national debt is as low as it has been since World War II."""
2327,"Under Obama, the national debt ""has been reduced every year for the last five years."""
2330,"Says the Obama administration is handing out a pamphlet titled, ""What To Do When The Veteran In Your Classroom Attempts A Mass Shooting"""
2331,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act."
2337,"Wisconsin sold fresh water to California, helping that state's dairy industry, and ""lost a bunch of jobs (and) a bunch of farmland."""
2340,"Says Damascus’ disincorporation would produce ""NO significant tax savings."""
2344,"Says U.S. Rep. Debbie Wasserman Schultz ""voted to cut off Florida’s veterans and their benefits."""
2345,"Says ""(t)his 12 year council 'Seat-warmer' has never chaired, vice chaired, or led a single Council committee meeting."""
2353,"The United States ""stood alone in the war in Iraq."""
2365,"Says U.N. arms treaty will mandate a ""new international gun registry."""
2366,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.
2369,"""We have no idea what is contained in [electronic cigarette] vapor."""
2372,"""The president … by executive order"" could grant voting rights to illegal immigrants who are newly legalized under pending legislation."
2377,"""The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria."""
2378,"Says ""Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited."""
2379,Says Democratic Party created the Ku Klux Klan.
2383,"Says President Barack Obama is trying to ""pack"" the D.C. Circuit Court of Appeals."
2384,"The National Rifle Association was ""founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan."""
2386,"Says the word ""Dhimmitude"" is on page 107 of the health care law and means ""Muslims are specifically exempted from the government mandate to purchase insurance."""
2391,"""Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle."""
2395,"Accuses Ed FitzGerald of ""pay-to-play and corruption politics."""
2398,"Says it’s ""an old wives’ story"" that Margaret Thatcher told George H.W. Bush not to go wobbly."
2400,"College students ""who are NOT U.S. Citizens and who get the PELL Grant"" plan to return to their home countries after getting free gas cards and child care."
2401,Says the Democrats told the Catholic Church that they’ll use federal powers to shut down church charities and hospitals if the church doesn’t change its beliefs.
2403,"""Q: What do these ‘Patriotic' Americans have in common? A: They are all Draft Dodgers."""
2414,"Says ""the jurisdictions with the strictest gun control laws, almost without exception … have the highest crime rates and the highest murder rates."""
2416,"""When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty."""
2418,"Says U.S. Rep. John Barrow, D-Ga., celebrates gun ownership even in the face of school shootings."
2420,"U.S. Senate candidate Todd Akin was ""partly right"" that a woman's body has a way of shutting down so that a pregnancy doesn't occur if she's raped."
2421,"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield."""
2425,Says George Washington said a free people should be armed to guard against government tyranny.
2428,Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.
2437,"Says she voted against the Medicare Part D prescription drug program ""because it was unfunded."""
2439,"""Under President Obama: $4,000 tax hike on middle-class families."""
2440,"""If Buehler were elected, our vote-by-mail system would be at risk."""
2452,"""(Barack Obama) says he’s going to reduce the long-term debt and deficit by $4 trillion, doesn’t say how he's going to do it."""
2456,"""Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of"" President George W. Bush’s policies and the recession."
2459,Says Barack Obama has added $16 trillion to the national debt.
2462,"Says U.S. Senate candidate Tommy Thompson ""admitted"" that Washington, D.C., ""changed"" him into an insider selling his influence to make millions from powerful special interests."
2463,"""Redistribution"" has ""never been a characteristic of America."""
2466,"Says Republican U.S. Rep. Sean Duffy ""voted against paying our soldiers"" and ""against increasing combat pay"" while voting ""to protect his own pay."""
2469,"Says President Barack Obama ""built this $16 trillion debt."""
2471,"On new dollar coins, ""'In God We Trust' is gone!"""
2477,"""We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country."""
2478,U.S. military uniforms are manufactured in China.
2481,"When his grandfather arrived in the United States, ""there were no government benefits for immigrants."""
2487,"Sherrod Brown ""sent billions of our tax dollars to foreign countries."""
2494,"""The president's first major foreign policy speech in Cairo was to apologize for our country."""
2498,"Says President Barack Obama ""doubled the national debt, which had taken more than two centuries to accumulate, in one year."""
2499,"""Obamacare"" represents ""the largest tax increase in the history of the world."""
2500,"The Affordable Care Act ""will likely go down as the biggest tax increase in history."""
2504,"The health care law ""imposes the largest tax increase in history on the middle class."""
2505,"""Every one of the 67 supervisors of elections"" in Florida refused to carry out the effort to remove noncitizens from the voter rolls."
2506,"""In the last 10 years, only one piece of legislation has been cosponsored and passed by"" John Duncan Jr."
2508,"""Obamacare is . . . the largest tax increase in the history of the world."""
2511,"Says ""a lip-reading instructor at the River School, a Washington, D.C., school for the deaf"" has determined that during 9/11 ceremonies, Michelle Obama said, ""All this for a damn flag."""
2514,"""The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett."""
2519,"Virginia ""is home to more veterans per capita than any state in America."""
2520,Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinko’s to forge President Barack Obama’s birth certificate two days before Obama unveiled it to the media.
2533,"Says Gov. Scott Walker said ""no to equal pay for equal work for women."""
2540,"Wisconsin women ""are paid 81 cents to the dollar of a man doing the same job."""
2545,"Says ""Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line."""
2549,Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walker’s bill stripping collective bargaining of state employees.
2551,"If the Supreme Court throws out the federal health care law, it ""would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress."""
2552,"""I think it’s seven or eight of the California system of universities don’t even teach an American history course. It’s not even available to be taught."""
2554,"""Obama tells Russia that he'll turn over America's defense system to them if re-elected."""
2556,"""It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right."""
2560,"Ronald Reagan’s philosophy of ""peace through strength"" is why ""the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in."""
2562,"""When my grandfather came to this country back in 1925, there were no government benefits."""
2563,"Says in the 2012 State of the Union address, President Obama ""didn't even mention the deficit or debt."""
2564,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said ""he didn’t believe women belonged in the workplace"" but belonged ""at home, cooking and cleaning and having babies."""
2568,"Claims Supreme Court Justice Ruth Bader Ginsburg said ""she prefers the South African Constitution over the United States Constitution."""
2571,"""Today gasoline hit $6 a gallon in Florida."""
2572,"Says in the last 20 years, the French have not ""stood by"" the United States on foreign policy."
2574,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.
2579,"""This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip."""
2582,"""Martin Luther King Jr. was a Republican."""
2583,"Says Barack Obama ""began his presidency going on a worldwide apology tour."""
2585,"The U.S. military is at risk of losing its ""military superiority"" because ""our Navy is smaller than it's been since 1917. Our Air Force is smaller and older than any time since 1947."""
2588,"""The Republicans have never done anything really to balance the budget."""
2590,"""She’s voted for 60 tax increases, hurting the middle class and small businesses."""
2596,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’"""
2597,"""Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany. """
2601,"Says in 1944 ""we were in debt more than twice as much as we are now."""
2602,"""The Obama administration just issued instructions that terrorism training should not involve any reference to Islam."""
2604,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free."
2606,"Our ""kids can’t openly celebrate Christmas or pray in school."""
2607,"""When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: 'Yeah, we're open.'"""
2608,"""I never favored cap and trade."""
2610,"U.S. Rep. Debbie Wasserman Schultz ""has blamed the Republicans for the creation of Hamas."""
2617,"Says Mahmoud Ahmadinejad said that ""if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America."""
2621,"""Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term."""
2625,"""Under Barack Obama's watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives."""
2630,"""We saw the president of the United States engage American troops in a fourth conflict in a foreign land. This is historic."""
2632,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.
2633,"Says Barack Obama is a ""hypocrite"" for criticizing President George W. Bush’s ""drone attack program,"" then using it aggressively as president."
2635,"""This is the worst jobs recovery since the Great Depression."""
2636,"President Obama ""went around the world and apologized for America."""
2645,"President Barack Obama ""has virtually no one in his cabinet with private-sector experience."""
2650,"""We spend less on defense today as % of GDP than at any time since Pearl Harbor."""
2652,"Says Rick Perry ""wanted to secede from the union."""
2656,"""There's no money in Social Security."""
2657,"There was a ""loss of eight million jobs during the Bush eight years."""
2672,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.
2674,"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt."""
2678,"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out."""
2680,"Says that President Obama said, ""Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?"""
2681,"Georgia’s illegal immigration crackdown laws should be called the ""Brown Codes"" because of their similarity to the ""Black Codes"" governing blacks after the Civil War."
2685,"""There is no $30 million pot of money"" for redistricting issues, including defending redistricting lawsuits. ""Your tax dollars are not being spent on anything like that."""
2686,"""We've got more revenue than we ever have."""
2689,"Phil Puckett ""voted no on sending the EPA a message that they’ve gone too far not once, but twice."""
2691,"""As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution."""
2693,"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll."""
2694,"""Janice Hahn hired hard-core gang members with taxpayer money to be 'gang-intervention specialists.' She even helped them get out of jail, so they could rape and kill again."""
2695,"""This is the slowest job recovery since Hoover."""
2698,"""We have unemployment that rivals the Great Depression."""
2701,Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.
2704,"""A few months into office, (President Barack Obama) traveled around the globe to apologize for America."""
2706,"Says that PolitiFact Ohio confirms that Betty Sutton ""maxed out federal debt"""
2707,"""Obesity kills 34 children per hour."""
2717,"Under President Barack Obama, the United States has ""doubled our exports."""
2718,"During the Eisenhower Administration, ""not a single soldier … died in combat."""
2722,"After the U.S.-led military alliance ejected Saddam Hussein’s forces from Kuwait in 1991, the Kuwaitis ""never paid us."""
2727,"""For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion."""
2728,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.
2732,"""Libya supplies the oil for China. We get no oil from Libya."""
2733,"""A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide."""
2736,South Korea doesn't pay the United States for U.S. troops that protect their country.
2739,"""American troops have never been under the formal control of another nation."""
2752,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army ""put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output."""
2755,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima
2757,"""Within a few years, we will be spending more on interest payments than on national security."""
2760,"A proposed immigration bill will ""bankrupt Georgia"" if passed."
2761,"The Muslim Brotherhood has ""openly stated they want to declare war on Israel."""
2762,"""The people that went to school with (Barack Obama), they never saw him, they don't know who he is."""
2764,"The federal health care law is ""probably the biggest tax increase ever in the history of our country."""
2769,Says government is a barrier to innovation and development.
2772,"""92 percent"" of President Barack Obama's administration has ""never worked outside government."""
2774,"""Martin Luther King Jr. was a Republican!"""
2775,"""Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade."""
2778,"""You’ll find blacks in almost every regiment throughout the South who fought right alongside white Southerners,"" during the Civil War."
2780,"""I represent the fourth-poorest (congressional) district"" in the nation."
2782,"""In the last five years, 28,000 people have been killed along the U.S.-Mexico border."""
2783,"Says that ""all those who do not answer directly to the president, they've said (repealing Don't Ask, Don't Tell) is a terrible idea."""
2784,"""Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center."""
2792,"Said they reached a  ""power-sharing agreement"" with Republican Lt. Gov. Casey Cagle"
2797,"""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues."""
2800,"""Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly."""
2803,"Vows to keep Georgia's race for governor ""civil"" and focused on the ""positive."""
2806,"""The Taliban has been there for years and years, I mean, hundreds of thousands of years."""
2813,"""When Washington liberals wanted to take away our guns, Chet said no."""
2815,"In most Muslim countries, ""We can't have a church. We're not able to build synagogues. It's forbidden."""
2816,"""More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan."""
2820,"Says the Feingold garage ad ""is a fake: He’s not standing in front of his house."""
2822,"""More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began."""
2824,"""We will be the first party to elect a bald guy to governor."""
2827,"""Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded."""
2828,Lindsey Graham endorsed Charlie Crist for U.S. Senate.
2831,"""It costs us, logistically, three times more to fight in Afghanistan than it does in any other place."""
2832,"""I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question."""
2846,"""Democrats are poised now to cause this largest tax increase in U.S. history."""
2853,"""Today, we have two Vietnams, side by side, North and South, exchanging and working."""
2861,"""In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the"" world."
2865,"""West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign."""
2867,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration."""
2868,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion."""
2869,"""Phoenix, Arizona, I'm told, is now the No. 2 kidnapping capital in the world, right behind Mexico City."""
2873,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens."
2874,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments."""
