,Unnamed: 0,claim,truth_value,simple_sentence
810,811,US and EU organised a coup d'état in Kyiv creating an extremely militarised Nazi state,meter-false,US organised a coup d'état in Kyiv creating an extremely militarised Nazi state. EU organised a coup d'état in Kyiv creating an extremely militarised Nazi state. 
811,812,Russian forces are not attacking civilian targets,meter-false,Russian forces are not attacking civilian targets
812,813,Ukraine uses Kyiv residents as human shield,meter-false,Ukraine uses Kyiv residents as human shield
813,814,President Zelenskyy has left Kyiv,meter-false,President Zelenskyy has left Kyiv
814,815,Tensions in Ukraine are a Western intelligence plot to destabilise Russia,meter-false,Tensions in Ukraine are a Western intelligence plot to destabilise Russia
815,816,The current event in Ukraine is a civil war provoked by the US: Russians and Ukrainians are one people,meter-false,The current event in Ukraine is a civil war provoked by the US : Russians are one people. The current event in Ukraine is a civil war provoked by the US : Ukrainians are one people. 
816,817,Neo-Nazis are part of political mainstream in Ukraine,meter-false,Neo-Nazis are part of political mainstream in Ukraine
817,818,The real power in Ukraine is in the hands of extremists and neo-Nazis,meter-false,The real power in Ukraine is in the hands of extremists neo-Nazis. 
818,819,Ukraine systematically killed 13 thousand people in Donbas,meter-false,Ukraine systematically killed 13 thousand people in Donbas
819,820,Russian troops pose no threat to Ukrainian civilians,meter-false,Russian troops pose no threat to Ukrainian civilians
820,821,Zelenskyy is a dependent person who was brought to power by Washington,meter-false,Zelenskyy is a dependent person. Zelenskyy was brought to power by Washington. 
821,822,Spiegel's document confirms Russian grievances about NATO expansion,meter-false,Spiegel's document confirms Russian grievances about NATO expansion
822,823,Genocide in Ukraine is a fact,meter-false,Genocide in Ukraine is a fact
823,824,Ukrainian crisis was caused by West’s disregard for neo-Nazi's crimes,meter-false,Ukrainian crisis was caused by West’s disregard for neo-Nazi's crimes
824,825,The West had been provoking the war in Ukraine for years – Russia had no other choice,meter-false,The West had been provoking the war in Ukraine for years – Russia had no other choice
825,826,"Neo-Nazis commit genocide in Ukraine, Russia fights them",meter-false,"Neo-Nazis commit genocide in Ukraine, Russia fights them"
826,827,Putin should receive the Nobel Peace Prize for ending the sad drama of Donbas,meter-false,Putin should receive the Nobel Peace Prize for ending the sad drama of Donbas
827,828,Half of the Poles do not want Poland to support Ukraine,meter-false,Half of the Poles do not want Poland to support Ukraine
828,829,The West is lying when it claims that Russia “invaded” and “attacked” Ukraine,meter-false,The West is lying when it claims that Russia `` invaded '' '' Ukraine. The West is lying when it claims `` attacked '' Ukraine. 
829,830,Ukraine destroyed the Minsk agreements,meter-false,Ukraine destroyed the Minsk agreements
830,831,Poroshenko and Zelenskyy have been refusing to implement the Minsk agreements,meter-false,Poroshenko have been refusing to implement the Minsk agreements. Zelenskyy have been refusing to implement the Minsk agreements. 
831,832,Western leaders need conflict in Ukraine for their ratings,meter-false,Western leaders need conflict in Ukraine for their ratings
832,833,Euromaidan was a coup by radicals,meter-false,Euromaidan was a coup by radicals
833,834,"West pushing Ukraine to war crimes with the use of chemical weapons, bombing of civilians",meter-false,"West pushing Ukraine to war crimes with the use of chemical weapons, bombing of civilians"
834,835,Biden doing his best to start a war between Russia and Ukraine,meter-false,Biden doing his best to start a war between Russia. Biden doing his best to start a war between Ukraine. 
835,836,Russia has never attacked anyone,meter-false,Russia has never attacked anyone
836,837,NATO floods Ukraine with modern weapons to push Kyiv for a military solution in Donbas,meter-false,NATO floods Ukraine with modern weapons to push Kyiv for a military solution in Donbas
837,838,Kindergarten in East Ukraine was purposefully destroyed by a Ukrainian tank to underpin the Ukrainian negotiation position,meter-false,Kindergarten in East Ukraine was purposefully destroyed by a Ukrainian tank to underpin the Ukrainian negotiation position
838,839,Moscow must interfere because Kyiv gasses people in camps,meter-false,Moscow must interfere. Moscow Kyiv gasses people in camps. 
839,840,Polish psychopaths interpret all Russian actions as “aggression”,meter-false,Polish psychopaths interpret all Russian actions as “aggression”
840,841,Russia has nothing to do with the intra-Ukrainian conflict,meter-false,Russia has nothing to do with the intra-Ukrainian conflict
841,842,US transfered jihadist groups in Eastern Ukraine to prepare a provocation against Russia,meter-false,US transfered jihadist groups in Eastern Ukraine to prepare a provocation against Russia
842,843,A referendum and a coup forced Luhansk and Donetsk to declare independence,meter-false,A referendum and a coup forced Luhansk and Donetsk to declare independence
843,844,US companies promote war in Ukraine to sell weapons,meter-false,
844,845,What is happening in the Donbas today is a genocide,meter-false,What is happening in the Donbas today is a genocide
845,846,The US is interested in unleashing a war between Russia and Ukraine,meter-false,The US is interested in unleashing a war between Russia. The US is interested in unleashing a war between Ukraine. 
846,847,The US needs war between Russia and Ukraine to weaken Russia,meter-false,The US needs war between Russia to weaken Russia. The US needs war between Ukraine to weaken Russia. 
847,848,"Just like Russiagate, Western hysteria about Ukraine is based on false information",meter-false,"Just like Russiagate, Western hysteria about Ukraine is based on false information"
848,849,There is no evidence that Russian is planning an invasion of Ukraine,meter-false,There is no evidence that Russian is planning an invasion of Ukraine
849,850,Russia only supports the legitimate rights of the Donbas people,meter-false,Russia only supports the legitimate rights of the Donbas people
850,851,The West continues to accuse Russia of “massing troops” near the Ukrainian border,meter-false,The West continues to accuse Russia of “massing troops” near the Ukrainian border
851,852,NATO has no interest in peace in Ukraine,meter-false,NATO has no interest in peace in Ukraine
852,853,Russian-Belarusian defensive exercises are response to US war preparation in Eastern Europe,meter-false,Russian-Belarusian defensive exercises are response to US war preparation in Eastern Europe
853,854,US and UK are mainly responsilbe for escalation around Ukraine,meter-false,US are mainly responsilbe for escalation around Ukraine. UK are mainly responsilbe for escalation around Ukraine. 
854,855,"Western ""games"" could lead to tragedy",meter-false,"Western ""games"" could lead to tragedy"
855,856,Ukraine does not want the return of Donbas because of the neo-Nazi cult of Bandera,meter-false,Ukraine does not want the return of Donbas   of the neo-Nazi cult of Bandera. 
856,857,"The Minsk agreements require ""special legal status"" for Donetsk",meter-false,"The Minsk agreements require ""special legal status"" for Donetsk"
857,858,Russia is not a party to the Minsk Agreement,meter-false,Russia is not a party to the Minsk Agreement
858,859,Washington seeks a war between Russia and Ukraine; Moscow tries to avoid it,meter-false,Washington seeks a war between Russia ; Moscow tries to avoid it. Washington seeks a war between Ukraine ; Moscow tries to avoid it. 
859,860,"The UK, Poland and Ukraine want to create a mini-NATO based on Russophobia",meter-false,The UK want to create a mini-NATO based on Russophobia. Poland want to create a mini-NATO based on Russophobia. Ukraine want to create a mini-NATO based on Russophobia. 
860,861,Removal of YouTube accounts from LNR and DNR violates freedom of information,meter-false,Removal of YouTube accounts from LNR violates freedom of information. Removal of YouTube accounts from DNR violates freedom of information. 
861,862,Biden wants to destroy the Ukrainian state to prevent investigation on his son,meter-false,Biden wants to destroy the Ukrainian state to prevent investigation on his son
862,863,The West wants to turn Ukrainians against Russians,meter-false,The West wants to turn Ukrainians against Russians
863,864,Kyiv is persistently sabotaging the Minks agreements,meter-false,Kyiv is persistently sabotaging the Minks agreements
864,865,Kyiv is refusing to implement the Minsk agreements,meter-false,Kyiv is refusing to implement the Minsk agreements
865,866,The United States wants to drag Russia into an armed conflict,meter-false,The United States wants to drag Russia into an armed conflict
866,867,Anglo-Saxons and their Central European satellites seek conflict with Russia at all costs,meter-false,Anglo-Saxons seek conflict with Russia at all costs. Their Central European satellites seek conflict with Russia at all costs. 
867,868,Ukraine will become a springboard for possible military operations against Russia,meter-false,Ukraine will become a springboard for possible military operations against Russia
868,869,The US will start a war in Ukraine when NATO coalition against Russia is ready,meter-false,The US will start a war in Ukraine when NATO coalition against Russia is ready
869,870,Russia is not involved in the conflict in Eastern Ukraine,meter-false,Russia is not involved in the conflict in Eastern Ukraine
870,871,NATO and US push Ukraine to war with Donbas,meter-false,NATO to war with Donbas. US push Ukraine to war with Donbas. 
871,872,"By arming Ukrainians, the West is triggering a conflict with Russia",meter-false,"By arming Ukrainians, the West is triggering a conflict with Russia"
872,873,Security situation in Donbas is worse thanks to Ukraine,meter-false,Security situation in Donbas is worse thanks to Ukraine
873,874,The West is urging Zelensky to go to war in Donbas,meter-false,The West is urging Zelensky to go to war in Donbas
874,875,Allegations that Russia is threatening Ukraine are absurd,meter-false,Allegations that Russia is threatening Ukraine are absurd
875,876,Anglo-Saxons want to involve Ukraine in a war against Slavs,meter-false,Anglo-Saxons want to involve Ukraine in a war against Slavs
876,877,Ukraine uses videos of gay couples to improve their fighting spirit,meter-false,Ukraine uses videos of gay couples to improve their fighting spirit
877,878,US arms' deliveries drives Ukraine towards a military solution in Donbas,meter-false,US arms' deliveries drives Ukraine towards a military solution in Donbas
878,879,NATO is pushing Ukraine into conflict by providing military-technical support,meter-false,NATO is pushing Ukraine into conflict by providing military-technical support
879,880,The weapons supplied by the West to Ukraine are actually useless,meter-false,The weapons supplied by the West to Ukraine are actually useless
880,881,Ukraine mulling over armed provocations in Donbas,meter-false,Ukraine mulling over armed provocations in Donbas
881,882,Ukraine is a toy of the US and NATO used for geopolitical pressure on Moscow,meter-false,Ukraine is a toy of the US used for geopolitical pressure on Moscow. Ukraine is a toy of NATO used for geopolitical pressure on Moscow. 
882,883,Ukraine has foreign overlords overseas,meter-false,Ukraine has foreign overlords overseas
883,884,Ukrainians want Russian blood,meter-false,Ukrainians want Russian blood
884,885,European Union is trading Russophobia,meter-false,European Union is trading Russophobia
885,886,The US and NATO are baselessly getting hysterical about an imagined Russian invasion of Ukraine,meter-false,The US are baselessly getting hysterical about an imagined Russian invasion of Ukraine. NATO are baselessly getting hysterical about an imagined Russian invasion of Ukraine. 
886,887,NATO has no unity and is on the verge of disintegration,meter-false,NATO has no unity. NATO is on the verge of disintegration. 
887,888,US and Ukrainian talk of Russian invasion is aimed at inflaming anti-Russian rhetoric,meter-false,US is aimed at inflaming anti-Russian rhetoric. Ukrainian talk of Russian invasion is aimed at inflaming anti-Russian rhetoric. 
888,889,Chemical weapons “provocations” are being prepared by the Ukrainian Military,meter-false,Chemical weapons “provocations” are being prepared by the Ukrainian Military
889,890,Ukraine is a tool of Western countries against Russia,meter-false,Ukraine is a tool of Western countries against Russia
890,891,The United States intimidates Russia with sanctions,meter-false,The United States intimidates Russia with sanctions
891,892,The UK wants to provoke a war between Ukraine and Russia in order to harm Europe,meter-false,The UK wants to provoke a war between Ukraine in order to harm Europe. The UK wants to provoke a war between Russia in order to harm Europe. 
892,893,Chemical weapons “provocations” are prepared in Donbas,meter-false,Chemical weapons “provocations” are prepared in Donbas
893,894,Ukrainian army is preparring sabotage in chemical production facilities,meter-false,Ukrainian army is preparring sabotage in chemical production facilities
894,895,Washington seeks its money back arranging a famine in Ukraine,meter-false,Washington seeks its money back arranging a famine in Ukraine
895,896,Accusations against Russia intend to divert attention from Ukraine’s attempts to disrupt peaceful settlement of Donbas conflict,meter-false,Accusations against Russia intend to divert attention from Ukraine’s attempts to disrupt peaceful settlement of Donbas conflict
896,897,US plans to fight Russia to the last Ukrainian,meter-false,US plans to fight Russia to the last Ukrainian
897,898,US threats against Russia could spark second civil war in Ukraine,meter-false,US threats against Russia could spark second civil war in Ukraine
898,899,The West is preparing provocations in Ukraine,meter-false,The West is preparing provocations in Ukraine
899,900,The American invasion of Ukraine publicly depicted as a Russian invasion,meter-false,The American invasion of Ukraine publicly depicted as a Russian invasion
900,901,The US plans a false flag chemical attack on Donbas to blame Russia for it,meter-false,The US plans a false flag chemical attack on Donbas to blame Russia for it
901,902,The US should force Ukraine to implement the Minsk agreements,meter-false,The US should force Ukraine to implement the Minsk agreements
902,903,"State terror is now taking place in Ukraine, comparable to the times of the Nazi occupation",meter-false,"State terror is now taking place in Ukraine, comparable to the times of the Nazi occupation"
903,904,"For the West, Ukraine is a platform for conflict against Russia",meter-false,"For the West, Ukraine is a platform for conflict against Russia"
904,905,The West may resort to its old false flag method with a chemical attack in Donbas,meter-false,The West may resort to its old false flag method with a chemical attack in Donbas
905,906,U.S. provocation in 2014 caused the Ukrainian tragedy,meter-false,U.S. provocation in 2014 caused the Ukrainian tragedy
906,907,No Russian military in the Donbas or in other parts of Ukraine,meter-false,No Russian military in the Donbas. No Russian military in other parts of Ukraine. 
907,908,West needs a hotspot on Russian border; NATO instructors are involved in Donbas war,meter-false,West needs a hotspot on Russian border; NATO instructors are involved in Donbas war
908,909,The EU trains anti-Russian warriors in Ukraine,meter-false,The EU trains anti-Russian warriors in Ukraine
909,910,The US want to drag Russia into war,meter-false,The US want to drag Russia into war
910,911,"Events in Belarus, Ukraine, and Kazakhstan are communicating vessels",meter-false,Events in Belarus are communicating vessels. Events in Ukraine are communicating vessels. Events in are communicating vessels. Events in Kazakhstan are communicating vessels. 
911,912,Ukraine is the greatest threat to security and peace in Europe,meter-false,Ukraine is the greatest threat to security peace in Europe. 
912,913,Ukraine is a failed state that NATO aims to use as a cannon fodder against Russia,meter-false,Ukraine is a failed state that NATO aims to use as a cannon fodder against Russia
913,914,Ukraine’s army shot a Javelin missile for the first time in Donbas,meter-false,Ukraine’s army shot a Javelin missile for the first time in Donbas
914,915,The US and Annalena Baerbock are inciting the Ukrainians to war,meter-false,The US are inciting the Ukrainians to war. Annalena Baerbock are inciting the Ukrainians to war. 
915,916,"US, UK and Canada tried to use Ukraine as a battery ram against Russia",meter-false,US tried to use Ukraine as a battery ram against Russia. UK tried to use Ukraine as a battery ram against Russia. Canada tried to use Ukraine as a battery ram against Russia. 
916,917,Ukraine continues to gather military equipment in Donbas,meter-false,Ukraine continues to gather military equipment in Donbas
917,918,NATO is turning Ukraine into a bridgehead against Russia,meter-false,NATO is turning Ukraine into a bridgehead against Russia
918,919,The civil war in Ukraine has been going on for 8 years,meter-false,The civil war in Ukraine has been going on for 8 years
919,920,The US is escalating Ukrainian civil war,meter-false,The US is escalating Ukrainian civil war
920,921,"The West wants to provoke a ""little war"" in Ukraine and then blame Russia for it",meter-false,The West wants to provoke a `` little war '' in Ukraine. The West wants to then blame Russia for it. 
921,922,Kyiv still does not respect the Minsk Agreements,meter-false,Kyiv still does not respect the Minsk Agreements
922,923,US private militaries are preparing a chemical attack in Donbas,meter-false,US private militaries are preparing a chemical attack in Donbas
923,924,Kyiv is not fulfilling its commitments under the Minsk agreements,meter-false,Kyiv is not fulfilling its commitments under the Minsk agreements
924,925,Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide,meter-false,Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide
925,926,US Deep State drags the world to a war over Ukraine; NATO is criminal and terrorist organisation,meter-false,US Deep State drags the world to a war over Ukraine ; NATO is criminal organisation. US Deep State drags the world to a war over Ukraine ; NATO is terrorist organisation. 
926,927,The EU used the Eastern Partnership Summit to launch more fake news about Russia,meter-false,The EU used the Eastern Partnership Summit to launch more fake news about Russia
927,928,"Kyiv is not complying with the Minsk agreements, but trying to sabotage them",meter-false,Kyiv is not complying with the Minsk agreements. Kyiv is not trying to sabotage them. 
928,929,NATO is adding fuel to the fire to escalate civil war in Ukraine,meter-false,NATO is adding fuel to the fire to escalate civil war in Ukraine
929,930,Hysteria around the Russian invasion of Ukraine is a cover for Ukraine’s attack on Donbas,meter-false,Hysteria around the Russian invasion of Ukraine is a cover for Ukraine’s attack on Donbas
930,931,"In 2014, Ukraine launched a military operation against DPR and LPR",meter-false,In 2014  Ukraine launched a military operation against DPR LPR. 
931,932,"The West, in fact, recognised that Crimea belongs to Russia",meter-false,"The West, in fact, recognised that Crimea belongs to Russia"
932,933,Russian speakers in Donbas are victims of genocide,meter-false,Russian speakers in Donbas are victims of genocide
933,934,"Biden’s stance on Ukraine was a gesture to Russophobic Baltics, Poland and Brussels",meter-false,Biden ' s stance on Ukraine was a gesture to Russophobic Baltics. Biden ' s stance on Ukraine was a gesture to Poland. Biden ' s stance on Ukraine was a gesture to Brussels. 
934,935,US and NATO want to inflame an endless military conflict near Russian borders,meter-false,US want to inflame an endless military conflict near Russian borders. NATO want to inflame an endless military conflict near Russian borders. 
935,936,"Ukraine is stirring up hysteria around a fabricated ""Russian aggression""",meter-false,"Ukraine is stirring up hysteria around a fabricated ""Russian aggression"""
936,937,Ukraine does not comply with Minsk Agreements; similar accusations against Russia are absurd,meter-false,Ukraine does not comply with Minsk Agreements; similar accusations against Russia are absurd
937,938,The West is provoking a war against Russia,meter-false,The West is provoking a war against Russia
938,939,Russia is a victim of anti-Russian rhetoric and it is not a threat to Ukraine,meter-false,Russia is a victim of anti-Russian rhetoric. It is not a threat to Ukraine. 
939,940,The goal of current tensions around Ukraine is to promote its integration into NATO,meter-false,The goal of current tensions around Ukraine is to promote its integration into NATO
940,941,"The West screams about Russian threat, but ignores violation of rights of minorities in Ukraine",meter-false,The West screams about Russian threat  ignores violation of rights of minorities in Ukraine. 
941,942,The US and NATO won’t hesitate to risk the lives of Ukrainians in a war,meter-false,The US won ' t hesitate to risk the lives of Ukrainians in a war. NATO won ' t hesitate to risk the lives of Ukrainians in a war. 
942,943,Ukraine denied reports about imminent Russian invasion; changed its stance under Western pressure,meter-false,Ukraine denied reports about imminent Russian invasion; changed its stance under Western pressure
943,944,The West is falsely announcing a Russian invasion to sell weapons to Ukraine,meter-false,The West is falsely announcing a Russian invasion to sell weapons to Ukraine
944,945,NATO is egging Ukraine on a military gamble,meter-false,NATO is egging Ukraine on a military gamble
945,946,Russia is not a threat to Ukraine and is not involved in the war in Ukraine,meter-false,Russia is not a threat to Ukraine. Russia is not involved in the war in Ukraine. 
946,947,Campaign against Russia is a distraction from Ukraine’s military operation in Donbas,meter-false,Campaign against Russia is a distraction from Ukraine’s military operation in Donbas
947,948,The EU asks Russia to let the Donbas population die of starvation,meter-false,The EU asks Russia to let the Donbas population die of starvation
948,949,Russia does not intend to invade Ukraine while Kyiv is planning to attack Donbas,meter-false,Russia does not intend to invade Ukraine is planning to attack Donbas. Russia does not intend to invade Kyiv is planning to attack Donbas. 
949,950,Messages about Russian aggression against Ukraine are propaganda,meter-false,Messages about Russian aggression against Ukraine are propaganda
950,951,Claims that Russia is engaged in a disinfo campaign against Ukraine are baseless,meter-false,Claims that Russia is engaged in a disinfo campaign against Ukraine are baseless
951,952,Kyiv refuses to implement the Minsk agreements and the Normandy agreements,meter-false,Kyiv refuses to implement the Minsk agreements. Kyiv refuses to implement the Normandy agreements. 
952,953,Russian aggression is used as pretext to station NATO military close to Russia's borders,meter-false,Russian aggression is used as pretext to station NATO military close to Russia's borders
953,954,There was a coup in Ukraine in February 2014,meter-false,There was a coup in Ukraine in February 2014
954,955,The US is instigating war in Ukraine to boycott the Nord Stream 2 project,meter-false,The US is instigating war in Ukraine to boycott the Nord Stream 2 project
955,956,NATO arms' deliveries nudge Ukraine towards a military solution in Donbas,meter-false,NATO arms' deliveries nudge Ukraine towards a military solution in Donbas
956,957,Joining Russia saved Crimeans from bloodshed,meter-false,Joining Russia saved Crimeans from bloodshed
957,958,Kyiv cannot apply for NATO membership until it ends Ukrainian civil war,meter-false,Kyiv cannot apply for NATO membership until it ends Ukrainian civil war
958,959,"The US desperately needs a ""little war"" with Russia; pushes Ukraine towards escalation",meter-false,"The US desperately needs a ""little war"" with Russia; pushes Ukraine towards escalation"
959,960,The 2014 coup in Kyiv was followed by the ongoing armed resistance in the Donbas,meter-false,The 2014 coup in Kyiv was followed by the ongoing armed resistance in the Donbas
960,961,Ukraine tries to drag Russia into hostilities in Donbas,meter-false,Ukraine tries to drag Russia into hostilities in Donbas
961,962,"Ukraine is looking for a war, as the government needs a controlled conflict",meter-false,"Ukraine is looking for a war, as the government needs a controlled conflict"
962,963,"Ukraine's Euromaidan coup led to civil war, Crimea's reunification with Russia",meter-false,"Ukraine's Euromaidan coup led to civil war, Crimea's reunification with Russia"
963,964,Under external control Ukraine is doomed to escalate the conflict in Donbas,meter-false,Under external control Ukraine is doomed to escalate the conflict in Donbas
964,965,New date for Ukrainian offensive in Donbas,meter-false,New date for Ukrainian offensive in Donbas
965,966,Western curators want Kyiv to start a war in Donbas and involve Moscow in conflict,meter-false,Western curators want Kyiv to start a war in Donbas. Western curators want Kyiv to involve Moscow in conflict. 
966,967,Ukraine is ruled by a Nazi junta,meter-false,Ukraine is ruled by a Nazi junta
967,968,Russian talks with Ukraine are pointless since Zelensky is not the one in charge,meter-false,Russian talks with Ukraine are pointless since Zelensky is not the one in charge
968,969,Ukrainian commandos seized an observer,meter-false,Ukrainian commandos seized an observer
969,970,The civil war in Ukraine started because of NATO,meter-false,The civil war in Ukraine started. The civil war in of NATO. 
970,971,It is absurd to claim that Russia is hindering the settlement of the conflict in Donbas,meter-false,It is absurd to claim that Russia is hindering the settlement of the conflict in Donbas
971,972,Russia is not part of the internal conflict in Ukraine,meter-false,Russia is not part of the internal conflict in Ukraine
972,973,Russia never violated Ukraine's border and is certainly not involved in the war in Donbas,meter-false,Russia never violated Ukraine 's border. Russia is certainly not involved in the war in Donbas. 
973,974,Russia is not a party to the Donbas conflict,meter-false,Russia is not a party to the Donbas conflict
974,975,Russia not guilty of MH17 case because plane was hit over Ukraine,meter-false,Russia not guilty of MH17 case was hit over Ukraine. Russia not guilty of plane was hit over Ukraine. 
975,976,Russia never had troops in Ukraine,meter-false,Russia never had troops in Ukraine
976,977,Europe silent about Ukraine’s violation of Minsk deals,meter-false,Europe silent about Ukraine’s violation of Minsk deals
977,978,"The West, the curators of Ukraine, can push Ukraine to war with Russia",meter-false,"The West, the curators of Ukraine, can push Ukraine to war with Russia"
978,979,"By supplying weapons, the United States is pushing the Ukrainians to war",meter-false,"By supplying weapons, the United States is pushing the Ukrainians to war"
979,980,Russia did not commit to protect Ukraine's territorial integrity,meter-false,Russia did not commit to protect Ukraine's territorial integrity
980,981,Ukraine is bombing Donetsk and Luhansk,meter-false,Ukraine is bombing Donetsk. Ukraine is Luhansk. 
981,982,Ukraine lost all its friends,meter-false,Ukraine lost all its friends
982,983,Ukraine is experiencing internal conflicts in southeastern regions,meter-false,Ukraine is experiencing internal conflicts in southeastern regions
983,984,The suspension of the NATO-Russia Council was due to “political disagreements”,meter-false,The suspension of the NATO-Russia Council was due to “political disagreements”
984,985,"Ukraine unwilling to implement Minsk deals, Donbas conflict is internal",meter-false,"Ukraine unwilling to implement Minsk deals, Donbas conflict is internal"
985,986,Crimea’s election is invalidated because of Ukraine’s failure to implement Minsk agreements,meter-false,Crimea ' s election is invalidated. Crimea ' s election  of Ukraine ' s failure to implement Minsk agreements. 
986,987,Turkey and US trying to sell Ukraine weapons it does not need,meter-false,Turkey trying to sell Ukraine weapons it does not need. US trying to sell Ukraine weapons it does not need. 
987,988,Crimea was not illegally annexed by Russia,meter-false,Crimea was not illegally annexed by Russia
988,989,Russia is not involved in the internal conflict in Ukraine,meter-false,Russia is not involved in the internal conflict in Ukraine
989,990,Ukraine is preparing a military attack on Donbas,meter-false,Ukraine is preparing a military attack on Donbas
990,991,Ukraine holds drills with US in the midst of conflict in Donbas,meter-false,Ukraine holds drills with US in the midst of conflict in Donbas
991,992,Ukraine's withdrawal from the Minsk Agreements will lead to anti-Russian provocations in Donbas,meter-false,Ukraine's withdrawal from the Minsk Agreements will lead to anti-Russian provocations in Donbas
992,993,"Since 2014, Donbas repels attacks of the pro-Western Ukrainian puppet regime",meter-false,"Since 2014, Donbas repels attacks of the pro-Western Ukrainian puppet regime"
993,994,"If Russia provided military support to the DPR and LPR, it would withdraw from peace negotiations",meter-false,If Russia provided military support to the DPR LPR  it would withdraw from peace negotiations. If Russia provided military support to DPR LPR  it would withdraw from peace negotiations. 
994,995,Crimea became Russian after the 2014 coup,meter-false,Crimea became Russian after the 2014 coup
995,996,Kyiv fails to implement Minsk agreements,meter-false,Kyiv fails to implement Minsk agreements
996,997,"Since 2014, Kyiv has been conducting a military operation against the residents of Donbas",meter-false,"Since 2014, Kyiv has been conducting a military operation against the residents of Donbas"
997,998,Kyiv government cut itself off international law turning into a terrorist regime,meter-false,Kyiv government cut itself off international law turning into a terrorist regime
998,999,The EU continues to pursue a discriminatory policy with the Crimea Platform,meter-false,The EU continues to pursue a discriminatory policy with the Crimea Platform
999,1000,"Russia not bound by Minsk deals, only Ukraine and DNR/LNR are warring sides",meter-false,Russia not bound by Minsk deals  only Ukraine are warring sides. Russia not bound by Minsk deals  only DNR/LNR are warring sides. 
1000,1001,"International community should recognise the fact of the civil war in Ukraine, which is destroying its own population",meter-false,International community should recognise the fact of the civil war in Ukraine. International community is destroying its own population. 
1001,1002,Ukraine refuses to implement Minsk agreements,meter-false,Ukraine refuses to implement Minsk agreements
1002,1003,The war in Donbas is a civil war between Ukrainians,meter-false,The war in Donbas is a civil war between Ukrainians
1003,1004,Russia is not part of the conflict in Donbas,meter-false,Russia is not part of the conflict in Donbas
1004,1005,Political disagreements are behind the halt of the NATO-Russia Council,meter-false,Political disagreements are behind the halt of the NATO-Russia Council
1005,1006,"The US is responsible for Ukrainian tragedy, which followed after the coup in 2014",meter-false,The US is responsible for Ukrainian tragedy. The US followed after the coup in 2014. 
1006,1007,Ukrainian soldiers are ready to fight for Donbas against Kyiv,meter-false,Ukrainian soldiers are ready to fight for Donbas against Kyiv
1007,1008,Ukraine disrupts humanitarian meeting on Donbas,meter-false,Ukraine disrupts humanitarian meeting on Donbas
1008,1009,"Ukraine became a poor, corrupt, failed state controlled by the West",meter-false,"Ukraine became a poor, corrupt, failed state controlled by the West"
1009,1010,Moscow-EU ties deplorable due to anti-Russian policy,meter-false,Moscow-EU ties deplorable due to anti-Russian policy
1010,1011,West’s support for Ukraine fosters Russophobia,meter-false,West’s support for Ukraine fosters Russophobia
1011,1012,Ukraine is a non democratic and Russophobic state,meter-false,Ukraine is a non democratic state. Ukraine is a non Russophobic state. 
1012,1013,The Euromaidan provoked the Ukrainian civil war,meter-false,The Euromaidan provoked the Ukrainian civil war
1013,1014,Involvement of external forces in Ukrainian domestic politics made civil war inevitable,meter-false,Involvement of external forces in Ukrainian domestic politics made civil war inevitable
1014,1015,The West is gradually abandoning Ukraine,meter-false,The West is gradually abandoning Ukraine
1015,1016,What is happening in Ukraine can be called genocide of the Russian-speaking population,meter-false,What is happening in Ukraine can be called genocide of the Russian-speaking population
1016,1017,Kyiv heightens tension in Donbas,meter-false,Kyiv heightens tension in Donbas
1017,1018,Ukraine is a failed state 30 years since its existence,meter-false,Ukraine is a failed state 30 years since its existence
1018,1019,The West imposes Russophobic policies on Ukraine,meter-false,The West imposes Russophobic policies on Ukraine
1019,1020,West condones Kyiv’s killings in Donbas,meter-false,West condones Kyiv’s killings in Donbas
1020,1021,Constitution bans foreign troops in Ukraine,meter-false,Constitution bans foreign troops in Ukraine
1021,1022,Aggressive Polish actions pushed Belarus to even closer cooperation with Russia and China,meter-false,Aggressive Polish actions pushed Belarus to even closer cooperation with Russia. Aggressive Polish actions pushed Belarus to even closer cooperation with China. 
1022,1023,The coup in Kyiv created a military-political crisis for Donbas,meter-false,The coup in Kyiv created a military-political crisis for Donbas
1023,1024,"If Western 'maidan' technologies are not stopped, Belarus will face coup and war as in Ukraine",meter-false,If Western ` maidan ' technologies are not stopped  Belarus will face coup war as in Ukraine. 
1024,1025,"After coup, Kyiv Nazis fight Donbas civilians while Russia is not a warring side",meter-false,After coup  Kyiv Nazis fight Donbas civilians. Russia is not a warring side. 
1025,1026,Zelenskyy backs Nazism in Ukraine and does not support ceasefire in Donbas,meter-false,Zelenskyy backs Nazism in Ukraine. Zelenskyy does not support ceasefire in Donbas. 
1026,1027,Extremists reached power in Ukraine after a US and EU coordinated coup d'etat,meter-false,Extremists reached power in Ukraine after a US coordinated coup d'etat. Extremists reached power in Ukraine after EU coordinated coup d'etat. 
1027,1028,Moscow does not participate in the internal Ukrainian conflict,meter-false,Moscow does not participate in the internal Ukrainian conflict
1028,1029,Ukraine blocks Donbas peace talks,meter-false,Ukraine blocks Donbas peace talks
1029,1030,"There is no war by Russia against Ukraine, it is a civil war",meter-false,"There is no war by Russia against Ukraine, it is a civil war"
